SA3_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
20101,31,283,3996,19497,12784,1527,229,426,38773,6,755,2236,1398,266,18,6,108,4802,8,39,182,224,67,5,0,9,540,18,799,2418,1622,340,27,12,124,5345,5,283,506,192,8,0,0,19,1021,0,16,48,18,8,0,0,0,88,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,12,12,300,552,211,12,3,0,28,1124,0,16,24,24,7,0,0,0,68,3,17,10,17,22,4,0,3,73,56,1414,7002,21365,13163,1566,241,574,45382
20102,35,313,1795,5626,2967,497,125,136,11495,0,57,95,47,5,0,0,0,210,0,3,18,15,0,0,3,3,44,0,53,118,61,12,0,3,3,251,0,38,46,9,0,0,0,10,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,37,47,11,6,0,0,11,105,6,31,32,16,8,0,5,4,110,0,5,4,7,4,0,4,0,22,39,443,1995,5717,2995,499,134,156,11983
20103,35,240,1678,5276,2248,348,95,216,10123,5,102,228,38,14,3,0,15,400,0,0,9,9,4,0,0,0,16,5,102,235,40,14,3,0,20,422,0,25,26,7,0,0,0,7,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,7,0,0,0,7,64,21,65,48,31,10,0,3,14,184,0,11,9,4,4,0,0,0,30,59,447,1999,5354,2272,356,102,247,10828
20201,28,349,4294,18426,11157,1306,203,413,36178,15,432,1698,537,49,3,0,66,2801,0,42,153,212,33,0,0,6,454,13,475,1853,751,80,4,0,70,3252,9,88,211,68,5,0,0,14,399,0,0,3,9,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,15,9,94,222,76,10,3,0,15,429,8,18,24,22,7,0,0,0,84,3,10,20,20,22,3,0,3,77,61,949,6415,19294,11276,1317,206,503,40027
20202,59,447,2913,8915,5430,931,225,237,19153,10,138,389,157,6,7,0,20,719,0,0,23,25,0,0,0,0,50,10,138,409,174,14,7,0,20,772,0,8,15,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,7,8,15,3,3,0,0,0,33,15,45,37,41,17,4,5,8,171,5,9,7,3,0,0,0,0,22,83,643,3380,9146,5465,942,228,267,20145
20203,15,129,657,2170,1140,170,51,109,4439,0,25,26,21,3,0,0,0,77,0,0,0,0,0,0,0,0,0,0,25,23,21,3,0,0,0,76,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,32,11,16,0,3,0,12,81,0,7,3,0,3,0,0,0,24,33,185,699,2211,1147,169,53,124,4624
20301,20,97,506,2932,3031,512,105,96,7298,0,16,64,28,10,0,0,6,131,0,0,0,0,0,0,0,0,8,0,16,64,32,14,0,0,7,133,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,7,0,3,0,5,5,0,0,0,8,0,0,0,0,0,0,0,0,7,22,118,577,2971,3052,517,107,105,7459
20302,57,588,7600,35635,20387,2764,522,808,68363,36,1635,4352,1463,211,23,9,181,7905,7,150,617,727,137,13,5,15,1665,42,1786,4965,2186,342,37,11,200,9570,20,525,943,274,17,0,4,37,1817,5,52,93,4,0,0,0,5,163,5,80,184,26,0,0,0,4,302,0,20,68,44,6,0,4,0,134,0,4,6,4,0,0,0,0,16,23,682,1293,356,27,0,3,45,2432,33,168,174,60,34,4,3,12,490,3,25,29,31,13,3,4,4,113,158,3240,14066,38276,20803,2814,545,1065,80964
20303,20,207,2663,14640,12546,1708,294,340,32417,7,103,587,445,115,7,0,21,1286,0,14,167,483,126,10,4,14,814,7,118,757,921,241,16,6,27,2101,0,19,77,86,3,0,0,5,178,0,15,20,9,0,0,0,0,41,0,4,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,5,34,97,93,5,0,0,8,239,7,18,42,31,10,0,0,6,116,0,0,5,15,10,0,4,3,47,41,381,3567,15705,12809,1723,298,386,34913
20401,83,482,2816,10562,6170,919,254,355,21649,0,196,680,179,9,3,3,37,1095,0,0,15,30,6,0,0,0,45,0,196,690,202,4,3,4,37,1141,5,8,14,22,0,0,0,8,56,0,6,0,4,0,0,0,0,8,0,5,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,12,5,10,22,29,3,0,0,8,81,16,110,81,28,9,3,0,13,265,0,7,17,18,4,0,4,5,53,110,808,3625,10840,6198,936,261,424,23190
20402,40,231,1924,8996,5210,644,155,347,17535,5,286,1100,194,13,0,0,163,1764,0,18,17,12,6,0,0,0,58,3,308,1124,206,18,0,0,163,1824,0,6,8,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,0,0,0,0,21,12,38,13,20,10,0,0,28,124,0,0,9,9,7,0,0,0,29,57,576,3076,9239,5237,651,158,538,19530
20403,50,339,2629,13025,8782,1077,184,459,26539,3,256,1143,237,18,0,0,88,1760,0,3,44,50,3,0,0,7,103,3,260,1195,286,26,4,0,95,1864,0,75,258,31,7,0,0,7,386,0,0,6,0,0,0,0,0,10,0,4,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,10,0,3,0,3,3,0,0,0,15,11,88,266,36,10,0,0,14,421,17,37,19,31,11,4,3,37,160,0,13,18,21,17,5,5,6,77,73,736,4127,13396,8833,1098,194,610,29065
