SA3_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
21302,29899,..,..,..,..,29899,..,50,0,48,0,48,..,1143,165,1309,10,1319,..,10,0,10,0,10,..,289,87,373,5,381,..,334,119,454,14,466,..,33,3,31,0,31,..,651,207,862,19,879,..,297,45,337,0,337,..,138,7,140,0,150,..,137,0,141,0,141,..,885,165,1045,4,1049,..,43,3,42,0,43,..,57,6,66,0,66,..,294,7,301,3,302,..,43,0,45,0,49,..,194,19,212,7,215,..,43,0,41,0,41,..,96,3,97,4,104,..,51,0,51,0,53,..,820,35,852,14,873,..,687,92,782,10,791,..,59,5,71,0,71,..,49,5,59,0,59,..,32,9,38,0,43,..,387,98,484,3,484,..,46,5,52,0,52,..,94,11,108,0,108,..,97,14,109,0,116,..,112,12,119,0,119,..,54,10,69,0,73,..,31,0,29,0,29,..,214,51,264,0,263,..,105
21303,24434,..,..,..,..,24434,..,15,0,15,0,15,..,341,40,374,8,380,..,13,3,17,0,17,..,790,313,1106,10,1107,..,643,291,941,18,956,..,122,32,158,5,162,..,1559,640,2200,26,2228,..,196,33,226,0,234,..,126,8,134,3,139,..,105,0,106,0,103,..,604,153,760,0,759,..,244,12,254,0,255,..,152,7,157,0,164,..,317,9,326,0,332,..,286,6,292,0,290,..,129,8,137,0,136,..,57,0,57,0,58,..,359,22,378,0,381,..,44,0,44,0,53,..,1586,71,1658,15,1669,..,475,72,543,9,546,..,93,13,105,0,107,..,11,4,20,0,20,..,71,28,93,5,98,..,268,73,346,5,349,..,42,3,43,0,43,..,78,19,91,0,91,..,95,9,100,0,102,..,120,14,131,0,131,..,35,0,34,0,37,..,25,0,25,0,25,..,135,38,176,3,178,..,121
21304,56923,..,..,..,..,56923,..,55,0,55,0,61,..,1640,154,1794,17,1810,..,17,0,18,0,18,..,323,94,413,8,417,..,468,151,624,12,629,..,274,67,337,3,342,..,1064,308,1369,15,1389,..,628,73,700,6,705,..,101,9,104,0,108,..,67,0,67,0,64,..,780,62,839,6,844,..,476,38,516,9,519,..,296,14,310,0,314,..,1692,46,1739,17,1757,..,193,41,236,4,239,..,5201,514,5718,80,5798,..,708,34,745,4,749,..,1218,67,1288,21,1305,..,239,6,244,5,246,..,10030,763,10790,129,10926,..,774,63,836,12,846,..,59,4,64,0,64,..,15,5,20,0,20,..,101,12,114,3,113,..,1187,128,1313,10,1323,..,371,16,387,7,393,..,155,20,175,0,175,..,188,28,212,0,216,..,148,24,168,0,174,..,45,4,50,0,50,..,616,71,687,8,698,..,499,80,577,11,584,..,911
21305,65775,..,..,..,..,65775,..,243,7,250,0,250,..,2487,317,2801,33,2830,..,10,0,16,0,16,..,1015,263,1273,17,1291,..,3586,1329,4910,65,4976,..,182,47,235,0,232,..,4782,1639,6420,76,6497,..,243,26,270,0,270,..,322,17,338,6,342,..,113,3,116,4,123,..,650,71,720,9,724,..,1899,65,1970,14,1981,..,3359,204,3565,42,3603,..,6883,267,7152,74,7222,..,815,68,888,16,907,..,10701,881,11584,171,11754,..,1165,54,1221,18,1239,..,4207,240,4449,62,4514,..,1018,33,1052,13,1070,..,30061,1824,31884,411,32295,..,1036,109,1152,7,1162,..,140,16,157,0,156,..,86,18,105,0,105,..,352,100,459,3,459,..,569,62,629,5,641,..,1074,54,1124,14,1141,..,351,64,415,5,419,..,231,34,262,3,265,..,228,22,251,7,259,..,224,22,245,0,251,..,822,89,913,12,925,..,398,65,464,5,471,..,1257
21401,57204,..,..,..,..,57204,..,116,5,120,0,124,..,256,22,278,7,288,..,3,0,3,0,3,..,130,32,163,0,163,..,412,177,588,5,597,..,21,5,31,0,31,..,563,217,780,5,786,..,128,9,132,0,132,..,159,8,166,4,170,..,199,3,202,3,204,..,533,66,599,7,606,..,29,0,29,0,29,..,39,3,44,0,44,..,201,12,210,0,217,..,48,6,51,0,51,..,174,16,187,6,195,..,125,8,135,0,132,..,48,0,48,0,52,..,32,0,30,0,30,..,691,39,731,8,741,..,321,30,348,3,357,..,51,4,54,0,55,..,42,10,50,0,54,..,35,11,45,0,45,..,29,3,35,0,35,..,239,24,263,0,267,..,71,13,79,0,83,..,135,17,156,0,156,..,57,9,60,0,64,..,262,46,308,5,309,..,84,5,87,0,87,..,113,22,137,0,137,..,147
21402,72957,..,..,..,..,72957,..,58,0,58,0,58,..,95,6,106,0,106,..,12,4,13,0,13,..,62,20,84,3,87,..,145,56,199,0,201,..,3,4,8,0,8,..,218,76,292,6,301,..,129,6,131,0,134,..,144,8,158,8,164,..,251,5,254,3,258,..,595,82,678,12,693,..,8,0,8,0,8,..,6,0,6,0,6,..,42,0,41,0,41,..,15,0,15,0,18,..,63,0,68,0,66,..,27,0,27,0,27,..,3,0,3,0,3,..,6,0,6,0,6,..,177,4,180,5,179,..,678,59,737,9,749,..,63,5,69,0,69,..,17,6,18,0,18,..,16,0,15,0,15,..,56,0,62,5,65,..,34,0,34,0,34,..,25,3,28,0,28,..,85,7,90,0,90,..,36,0,36,0,40,..,59,4,65,0,64,..,7,4,7,0,7,..,53,10,62,0,62,..,54
21501,26157,..,..,..,..,26157,..,18,0,18,0,18,..,22,0,22,0,22,..,0,0,0,0,0,..,12,3,18,0,18,..,67,49,111,0,114,..,7,3,14,0,14,..,82,56,142,0,142,..,3,0,9,0,9,..,21,0,23,0,23,..,28,3,39,0,39,..,34,3,37,0,37,..,23,0,23,0,23,..,26,0,26,0,26,..,42,0,42,0,42,..,42,5,40,0,48,..,71,5,79,0,76,..,17,0,17,0,17,..,33,0,33,0,35,..,3,0,3,0,3,..,257,11,268,4,272,..,42,0,46,0,48,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,59,11,71,0,71,..,3,0,3,0,3,..,8,3,12,0,12,..,3,0,4,0,4,..,6,0,6,0,6,..,17,7,22,4,23,..,6,3,6,0,6,..,49
21502,22140,..,..,..,..,22140,..,41,0,41,0,41,..,52,9,61,3,65,..,14,0,14,0,14,..,51,37,88,0,91,..,194,319,512,18,528,..,8,6,9,0,9,..,247,361,605,19,621,..,23,0,26,0,26,..,18,0,17,0,17,..,23,0,23,0,21,..,117,17,143,0,140,..,13,0,12,0,12,..,21,0,28,0,28,..,33,0,35,0,35,..,33,6,37,0,37,..,193,25,224,0,221,..,27,0,27,0,27,..,9,0,9,0,9,..,0,0,0,0,0,..,326,31,364,0,363,..,374,32,406,6,411,..,9,6,9,0,11,..,14,6,24,0,24,..,20,3,20,0,20,..,0,0,0,0,0,..,77,10,88,0,86,..,8,11,18,0,18,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,41,8,55,0,55,..,6,0,0,0,0,..,40
21503,15515,..,..,..,..,15515,..,30,0,26,0,26,..,5,7,12,0,12,..,15,0,12,0,17,..,16,26,41,0,41,..,86,137,226,5,227,..,3,7,11,0,11,..,107,172,278,5,280,..,3,0,3,0,3,..,13,0,13,0,13,..,7,0,7,0,7,..,25,0,27,0,29,..,7,0,7,0,7,..,5,0,5,0,5,..,14,0,14,4,16,..,26,0,28,0,28,..,102,19,126,0,130,..,17,0,17,0,17,..,17,0,17,0,17,..,7,0,7,0,7,..,189,24,211,8,214,..,145,11,158,0,160,..,6,0,7,0,7,..,21,11,34,0,34,..,0,0,0,0,0,..,0,0,0,0,0,..,42,8,49,0,52,..,7,0,7,0,7,..,0,0,0,0,0,..,6,0,7,0,7,..,3,0,5,0,5,..,15,4,16,0,16,..,0,0,0,0,0,..,39
21601,17101,..,..,..,..,17101,..,10,0,11,0,11,..,24,5,30,0,31,..,9,0,5,0,5,..,6,0,10,0,10,..,15,26,38,0,36,..,0,0,0,0,0,..,28,24,52,0,53,..,3,0,3,0,3,..,10,3,14,0,14,..,23,0,24,0,24,..,20,0,25,0,25,..,7,0,7,0,7,..,0,0,0,0,0,..,14,0,14,0,18,..,19,0,19,0,19,..,28,0,28,0,28,..,29,0,33,0,33,..,7,0,7,0,7,..,6,0,6,0,6,..,107,7,117,5,114,..,88,13,97,3,97,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,25,0,25,0,28,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,4,4,7,0,7,..,65
21602,13302,..,..,..,..,13302,..,4,0,5,0,5,..,20,11,31,0,31,..,3,0,3,0,3,..,8,6,18,0,18,..,52,67,121,0,121,..,0,7,7,0,7,..,65,75,140,0,144,..,8,3,19,0,19,..,9,0,9,0,9,..,10,0,18,0,18,..,7,0,9,0,13,..,3,0,3,0,3,..,7,0,7,0,7,..,8,0,8,0,8,..,8,0,8,0,8,..,68,18,84,3,85,..,15,0,15,0,15,..,9,0,9,0,9,..,0,0,0,0,0,..,113,18,129,3,131,..,125,7,132,0,132,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,8,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,23
21603,25123,..,..,..,..,25123,..,32,0,32,0,32,..,552,162,707,16,726,..,27,0,27,0,28,..,47,22,65,5,74,..,154,84,244,6,247,..,4,0,11,0,11,..,207,110,318,8,323,..,13,4,14,0,14,..,30,0,31,0,31,..,26,0,27,0,27,..,88,16,106,3,105,..,26,0,30,0,30,..,89,13,104,3,111,..,96,3,101,0,101,..,56,3,55,0,55,..,717,116,834,11,843,..,62,5,64,0,64,..,108,9,110,0,112,..,28,4,27,0,29,..,1174,153,1330,13,1346,..,446,69,520,9,520,..,8,0,12,0,12,..,5,4,11,0,11,..,4,4,7,0,7,..,102,6,104,0,104,..,223,16,238,7,246,..,38,17,51,0,51,..,6,0,5,0,5,..,3,0,3,0,7,..,6,0,6,0,6,..,97,16,112,0,112,..,11,0,14,0,14,..,122
21701,16512,..,..,..,..,16512,..,30,0,30,0,30,..,7,4,12,0,11,..,3,0,3,0,3,..,3,0,3,0,3,..,26,6,32,0,32,..,10,0,10,0,10,..,39,6,40,0,40,..,4,0,11,0,11,..,11,0,11,0,11,..,15,0,19,0,19,..,15,0,13,3,18,..,6,0,7,0,7,..,5,0,5,0,5,..,19,0,15,0,15,..,27,0,27,0,27,..,19,0,24,0,24,..,11,0,14,0,14,..,4,0,4,0,4,..,0,0,0,0,0,..,91,3,97,0,97,..,14,0,14,0,14,..,9,0,9,0,9,..,3,0,5,0,5,..,0,0,0,0,4,..,0,0,0,0,0,..,29,4,30,0,30,..,5,0,5,0,5,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,17
21703,17096,..,..,..,..,17096,..,5,0,5,0,5,..,22,8,29,0,29,..,0,0,0,0,0,..,3,3,11,0,11,..,79,87,164,0,170,..,7,22,28,0,28,..,94,113,204,0,203,..,10,0,10,0,10,..,16,5,20,0,20,..,23,0,23,0,23,..,36,3,40,0,40,..,11,0,11,0,11,..,0,0,0,0,0,..,12,0,12,0,12,..,23,0,23,0,25,..,22,5,29,0,29,..,20,0,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,87,8,98,0,100,..,31,3,30,0,30,..,7,0,10,0,10,..,0,0,0,0,0,..,3,3,13,0,13,..,5,0,5,0,5,..,16,3,23,0,23,..,5,0,5,0,5,..,3,0,3,0,3,..,0,4,0,0,0,..,7,3,11,5,12,..,28,4,31,0,31,..,0,0,3,0,3,..,35
21704,22961,..,..,..,..,22961,..,42,0,42,0,42,..,28,0,28,0,28,..,11,0,8,0,8,..,15,0,10,0,13,..,75,94,165,3,169,..,5,5,11,0,11,..,89,99,189,0,192,..,4,0,4,0,4,..,19,0,19,0,19,..,19,0,19,0,19,..,22,0,20,0,20,..,5,0,5,0,5,..,15,0,15,0,15,..,31,0,32,0,32,..,22,0,22,0,22,..,36,5,38,0,38,..,56,0,52,0,54,..,10,0,6,0,6,..,3,0,3,0,3,..,167,3,174,0,174,..,17,0,17,0,16,..,20,0,24,0,24,..,7,0,3,0,3,..,11,3,12,0,12,..,0,0,0,0,0,..,18,0,18,0,18,..,4,0,4,0,4,..,7,0,7,0,7,..,5,0,5,0,5,..,8,4,12,0,11,..,7,5,7,0,7,..,0,0,0,0,0,..,54
29797,9,..,..,..,..,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
29999,2445,..,..,..,..,2445,..,4,0,4,0,4,..,24,0,25,0,25,..,4,0,4,0,4,..,8,6,12,0,12,..,21,27,47,0,48,..,3,0,3,0,3,..,32,31,66,0,64,..,7,0,4,0,4,..,3,0,4,0,4,..,11,0,11,0,11,..,13,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,14,5,23,0,23,..,4,0,4,0,4,..,12,0,12,0,12,..,11,0,8,0,8,..,12,0,12,0,12,..,9,0,9,0,9,..,60,4,61,0,61,..,20,0,22,0,24,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,6,0,6,0,6,..,4,0,4,0,4,..,4,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,5,0,5,..,6,0,6,0,6,..,10
