SA3_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
20101,4,3,4,11,6,0,0,0,34,6,21,10,11,12,0,0,0,58,22,102,165,282,381,525,431,256,2169,28,130,180,302,402,525,431,256,2250,6849,7236,6306,6160,5745,4778,2409,636,40126,393,424,310,324,284,277,207,137,2357,7265,7793,6797,6780,6424,5589,3054,1030,44734,0,4,0,4,0,0,0,0,13,3,4,5,4,0,0,0,0,16,6,19,35,62,93,58,18,11,311,11,27,42,67,99,58,18,11,334,6818,7514,7242,7108,6860,6166,3395,1537,46640,407,415,317,286,264,296,305,294,2591,7233,7954,7597,7465,7227,6517,3719,1851,49562,4,11,4,13,8,0,0,0,44,8,25,16,10,12,0,0,0,68,22,122,196,342,478,588,448,273,2480,36,159,218,366,499,588,448,273,2586,13664,14745,13547,13268,12604,10944,5811,2173,86768,803,835,626,608,546,576,514,432,4946,14504,15741,14392,14251,13656,12107,6773,2878,94299
20102,0,4,0,7,0,0,0,0,11,0,0,5,0,8,0,0,0,19,0,13,45,75,150,192,134,59,682,0,18,51,81,164,192,134,59,705,1318,1156,1571,2025,2200,1977,837,158,11240,101,89,126,163,165,157,93,54,948,1414,1264,1751,2271,2526,2324,1065,274,12896,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,6,4,29,26,17,4,3,104,0,5,11,34,31,17,4,3,109,1134,1222,1692,2142,2436,2064,889,329,11920,90,112,130,149,156,171,117,79,1004,1226,1346,1831,2335,2620,2252,1010,414,13035,0,4,0,7,0,0,0,0,9,0,0,5,3,10,0,0,0,18,0,23,57,110,179,212,140,61,782,0,26,60,122,191,212,140,61,813,2455,2379,3265,4171,4639,4040,1726,496,23164,194,201,257,311,322,330,211,133,1950,2645,2608,3585,4600,5145,4575,2079,689,25926
20103,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,4,13,31,84,107,248,139,89,719,4,17,34,92,111,248,139,89,736,1161,1022,1040,1534,1786,1813,959,188,9508,138,131,182,236,187,199,128,42,1244,1312,1170,1259,1859,2085,2257,1225,322,11485,0,0,0,0,3,0,0,0,4,6,0,0,0,0,0,0,0,4,0,3,9,18,34,28,5,4,95,4,7,9,15,38,28,5,4,104,1046,1105,1162,1628,1905,1921,1012,380,10155,121,77,102,153,122,149,121,49,887,1166,1182,1275,1795,2059,2093,1131,433,11142,0,0,0,3,4,0,0,0,9,3,0,0,0,5,0,0,0,10,9,24,46,101,142,268,142,91,814,9,22,46,104,149,268,142,91,836,2206,2124,2199,3164,3691,3736,1971,573,19667,264,212,284,384,306,346,240,88,2132,2479,2355,2534,3654,4154,4352,2361,750,22630
20201,3,0,4,3,4,0,0,0,19,3,21,18,14,10,0,0,0,69,11,107,169,267,316,568,444,337,2225,14,133,188,288,330,568,444,337,2309,5830,6187,5476,5158,5015,4385,2271,579,34906,326,402,316,322,300,252,195,165,2280,6180,6723,5982,5766,5649,5212,2909,1081,39492,0,3,6,0,0,0,0,0,6,3,0,3,5,4,0,0,0,10,6,19,35,65,86,61,15,22,306,6,25,46,65,89,61,15,22,327,5987,6853,6223,6001,6192,5571,3142,1397,41363,299,387,333,303,289,253,286,312,2464,6293,7259,6600,6367,6563,5887,3449,1728,44151,3,5,7,8,4,0,0,0,30,3,23,21,15,13,0,0,0,81,14,127,203,327,405,627,465,359,2534,22,160,235,350,418,627,465,359,2641,11820,13034,11696,11156,11206,9957,5410,1982,76261,626,787,650,621,590,514,486,474,4741,12471,13979,12582,12136,12212,11096,6354,2812,83646
20202,0,0,0,10,4,0,0,0,22,4,8,15,3,11,0,0,0,43,3,29,74,142,193,335,258,139,1172,11,37,84,156,208,335,258,139,1229,2201,1879,2535,3257,3460,3206,1543,316,18391,237,351,327,307,279,265,160,97,2019,2448,2267,2945,3724,3953,3800,1960,547,21639,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,9,3,3,12,46,45,41,12,10,174,8,3,19,47,44,41,12,10,182,2000,2042,2948,3601,3891,3560,1761,583,20385,164,154,191,236,236,231,184,201,1590,2166,2198,3154,3884,4173,3827,1960,792,22157,3,0,0,10,4,0,0,0,21,4,8,18,7,10,0,0,0,47,6,33,83,194,242,374,271,146,1341,20,39,105,206,252,374,271,146,1412,4207,3921,5480,6858,7352,6760,3304,901,38775,392,498,521,542,519,489,348,297,3606,4611,4463,6101,7608,8128,7624,3923,1340,43799
20203,0,0,3,0,0,0,0,0,0,4,4,3,0,0,0,0,0,6,0,11,11,27,37,101,45,29,266,4,13,18,27,46,101,45,29,279,488,427,515,690,945,817,366,89,4336,59,36,68,99,114,96,60,27,573,550,480,603,814,1102,1011,468,145,5186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,10,4,4,44,0,0,6,7,15,10,4,4,41,489,498,552,693,938,777,364,171,4479,56,44,61,85,102,88,66,45,549,544,548,619,783,1057,874,436,216,5074,0,0,4,0,0,0,0,0,0,4,4,3,0,0,0,0,0,6,0,9,20,34,56,109,47,30,309,4,14,24,34,61,109,47,30,322,973,927,1061,1388,1885,1587,725,263,8818,120,86,134,181,218,186,126,76,1122,1097,1027,1215,1603,2160,1887,899,371,10254
20301,3,0,0,0,0,0,0,0,3,0,3,10,0,0,0,0,0,9,0,17,36,65,88,112,60,24,403,3,20,46,72,84,112,60,24,421,1210,1108,1341,1436,1299,1016,396,62,7869,75,61,82,82,67,72,44,17,502,1289,1193,1470,1587,1446,1203,498,112,8790,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,7,11,22,8,0,0,61,3,10,7,12,26,8,0,0,65,1107,1120,1564,1477,1349,1031,405,159,8214,75,56,95,75,72,49,45,37,503,1184,1190,1667,1567,1445,1089,449,195,8785,3,3,0,0,0,0,0,0,8,0,3,10,0,3,0,0,0,12,0,27,46,77,108,119,60,31,465,5,27,53,83,108,119,60,31,484,2323,2228,2901,2913,2643,2054,798,222,16084,148,122,176,157,141,114,89,56,1009,2475,2385,3131,3152,2896,2289,943,307,17578
20302,12,10,7,12,7,0,0,0,48,16,32,28,15,26,0,0,0,110,27,198,265,395,577,948,680,430,3523,50,239,303,421,606,948,680,430,3682,12810,14810,12045,11354,10315,8210,4450,1395,75390,841,1319,947,744,558,432,346,181,5368,13700,16361,13299,12521,11478,9596,5472,2013,84444,0,3,3,0,0,0,0,0,8,5,3,3,7,0,0,0,0,19,0,29,66,114,154,113,37,34,547,6,37,75,116,158,113,37,34,574,12527,15196,13283,12680,12060,10476,6312,2931,85469,662,744,630,535,425,542,501,360,4408,13195,15974,13990,13336,12636,11138,6849,3327,90450,12,14,11,13,3,0,0,0,58,22,37,28,22,27,0,0,0,133,27,222,334,505,730,1065,719,467,4068,61,272,378,540,760,1065,719,467,4255,25332,30001,25330,24035,22377,18692,10758,4332,160859,1500,2065,1579,1279,982,978,847,546,9779,26893,32338,27287,25859,24118,20738,12319,5340,174895
20303,6,3,9,3,3,0,0,0,28,0,14,15,14,15,0,0,0,53,10,53,127,182,252,607,409,233,1879,16,65,146,201,272,607,409,233,1958,4197,4067,5201,5094,5184,5613,2546,551,32463,214,179,242,266,280,381,242,140,1940,4425,4318,5597,5565,5733,6596,3198,922,36359,3,6,0,4,0,0,0,0,10,0,0,4,0,4,0,0,0,7,3,9,32,55,66,52,15,18,265,7,17,39,61,78,52,15,18,284,3901,4489,5961,5858,6469,6556,3148,1094,37478,211,187,257,231,295,365,281,267,2096,4119,4691,6257,6149,6836,6978,3454,1380,39860,8,7,11,7,3,0,0,0,38,0,14,19,12,14,0,0,0,61,18,62,160,243,322,664,430,249,2150,22,85,186,267,343,664,430,249,2247,8101,8558,11164,10957,11652,12172,5696,1645,69933,422,366,505,496,576,742,523,407,4032,8541,9005,11854,11717,12569,13583,6650,2302,76217
20401,189,186,131,79,27,0,0,0,612,8,9,12,8,26,0,0,0,58,9,50,103,162,268,535,327,164,1606,202,239,246,251,315,535,327,164,2281,2770,2515,2589,3159,3876,3632,1800,411,20749,305,238,271,305,372,331,199,65,2071,3282,2996,3103,3713,4565,4499,2321,638,25103,34,16,12,11,3,0,0,0,81,0,4,6,4,3,0,0,0,19,8,13,31,46,66,68,29,11,269,42,34,48,59,78,68,29,11,370,2501,2775,2972,3575,4297,3890,2039,828,22888,277,241,260,293,336,305,180,140,2031,2822,3043,3283,3928,4712,4263,2246,980,25285,225,208,142,93,29,0,0,0,693,9,10,14,15,30,0,0,0,75,11,64,133,201,336,599,350,176,1877,248,275,293,311,394,599,350,176,2649,5275,5288,5564,6739,8170,7530,3838,1241,43638,581,476,525,593,713,639,377,203,4105,6101,6040,6382,7638,9277,8764,4568,1622,50389
