SA2_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
201011001,16,106,0,25,16,0,0,0,0,170,7,35,0,3,3,3,0,0,0,56,94,682,20,128,137,33,3,16,8,1128,0,0,0,0,0,0,0,0,0,3,18,41,6,24,31,9,0,0,0,145,28,42,17,113,102,20,4,12,0,337,46,42,72,186,186,85,7,46,4,683,9,4,0,9,21,11,0,3,0,61,4,6,3,9,21,9,4,3,0,54,0,3,4,4,3,0,0,4,0,24,0,16,4,7,10,4,0,0,11,52,266,1226,127,538,555,185,25,100,29,3051,0,15,0,0,0,0,0,0,0,12,12,91,0,0,0,0,0,3,0,114,98,338,14,29,38,10,16,9,6,564,0,26,0,0,0,0,0,0,0,30,31,159,0,28,24,0,5,5,0,254,12,52,0,7,0,3,0,0,0,80,218,1040,61,178,181,67,28,35,14,1825,0,0,0,0,0,0,0,0,0,3
201011002,13,114,0,17,8,4,0,0,3,164,4,36,0,4,0,0,0,0,0,46,107,542,21,72,106,23,0,8,3,882,0,0,0,3,0,0,0,0,0,3,18,39,5,22,34,8,3,5,0,131,21,35,12,56,34,19,0,6,3,192,19,16,29,88,82,23,5,13,0,286,0,0,0,11,9,3,0,4,0,30,5,4,0,14,9,6,0,0,0,33,0,3,0,5,0,0,0,0,0,7,4,11,0,8,9,9,0,0,0,44,260,1104,76,319,319,95,10,45,23,2255,6,9,0,0,0,0,0,0,0,17,12,107,0,4,3,0,0,0,0,131,121,371,20,16,41,9,0,9,10,582,3,11,0,0,6,0,0,0,0,25,29,170,4,29,10,4,0,0,4,258,15,54,0,4,4,0,0,0,0,86,273,936,55,101,152,49,18,24,7,1612,0,0,0,3,0,0,0,0,0,8
201011005,8,67,0,14,11,0,0,0,0,99,3,28,0,0,5,0,0,0,0,38,39,258,10,52,46,16,0,9,6,440,0,0,0,0,0,0,0,0,0,0,14,20,5,11,17,0,0,0,4,74,19,27,5,32,33,11,0,4,0,137,19,18,19,71,52,22,0,8,3,210,0,3,0,0,12,4,0,0,0,24,8,0,0,3,10,6,0,0,0,24,0,0,0,0,0,0,0,0,0,5,4,0,0,3,6,5,0,3,5,27,151,530,35,193,214,68,11,23,17,1247,0,6,0,0,0,0,0,0,0,6,10,42,0,3,0,0,0,0,0,60,56,126,8,9,15,3,0,3,0,215,4,13,0,0,0,0,0,0,0,18,17,93,0,15,11,0,0,0,0,142,7,35,0,8,9,0,0,0,0,55,120,478,24,70,80,26,3,20,8,827,0,0,0,0,0,0,0,0,0,0
201011006,0,36,0,21,5,4,0,0,0,71,3,19,0,0,0,0,0,0,0,26,41,338,9,52,55,21,3,10,3,519,0,0,0,3,0,0,0,0,0,3,19,7,5,15,13,4,0,5,0,72,14,30,9,108,52,15,0,9,6,246,35,42,57,184,133,55,4,50,0,556,7,4,0,10,14,12,0,4,0,53,4,3,0,16,14,11,0,5,0,51,0,0,0,3,5,0,0,0,0,15,4,4,0,3,6,6,0,3,3,33,137,554,81,436,308,132,10,88,16,1773,0,4,0,0,0,0,0,0,0,4,0,19,0,0,0,0,0,0,0,23,19,93,3,15,19,10,5,5,6,173,0,10,0,0,4,0,0,0,0,12,11,48,3,21,7,4,0,0,0,91,3,24,0,6,0,0,0,0,0,36,84,485,44,77,72,28,19,32,5,846,0,0,0,3,0,0,0,0,0,3
201011007,7,23,0,12,10,0,0,0,0,43,3,0,0,3,0,0,0,0,0,14,23,133,0,21,23,4,0,0,0,197,0,0,0,0,0,0,0,0,0,0,7,15,0,13,10,3,0,3,0,53,16,16,9,43,23,3,0,0,0,106,15,12,21,73,62,15,3,6,0,205,0,0,4,0,7,0,0,3,0,18,3,0,0,7,9,0,0,0,0,13,7,3,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,10,79,243,30,164,136,29,9,25,6,720,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,11,12,37,0,5,5,0,0,0,0,57,0,4,0,0,0,0,0,0,0,4,7,31,0,13,8,0,0,0,0,66,3,9,0,3,0,0,0,0,0,18,42,186,13,20,31,9,0,0,0,307,0,0,0,0,0,0,0,0,0,0
201011008,14,45,3,23,6,0,0,0,0,94,0,20,0,0,5,0,0,0,0,22,41,296,16,57,64,19,4,11,0,511,0,0,0,0,3,0,0,0,0,3,17,23,5,35,30,4,0,5,0,113,21,27,9,136,65,22,0,17,8,307,27,41,85,248,150,68,8,65,0,694,4,0,0,10,14,14,0,10,0,51,0,0,3,21,19,10,0,5,0,54,3,0,5,0,4,0,0,0,0,17,0,5,4,10,12,8,0,3,6,52,148,543,132,549,374,153,14,114,20,2045,0,6,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,17,23,111,11,11,16,3,4,0,0,173,0,4,0,0,0,0,0,0,0,14,10,66,4,26,14,0,0,3,0,120,0,22,0,4,3,0,0,0,0,26,92,443,54,92,92,32,8,30,5,840,0,0,0,0,3,0,0,0,0,6
201011481,10,39,0,17,4,0,0,0,0,73,5,26,0,0,0,0,0,0,0,41,41,266,16,69,39,25,0,6,0,481,0,0,0,5,0,0,0,0,0,8,19,17,8,22,19,3,0,0,0,79,19,24,15,94,36,14,0,5,4,203,17,21,49,107,88,50,3,30,8,379,0,0,6,7,13,5,3,0,0,29,6,0,0,13,5,5,0,4,0,37,0,4,0,0,3,0,0,0,0,7,4,0,0,13,3,6,0,0,3,33,153,530,94,351,227,102,9,58,17,1540,0,4,0,0,0,0,0,0,0,10,3,26,0,0,0,0,0,0,0,36,39,162,5,10,16,6,6,6,0,242,0,9,0,0,0,3,0,0,0,15,13,76,4,17,4,0,0,5,0,122,13,32,6,0,0,0,0,4,0,48,101,445,55,97,65,38,9,17,6,844,0,0,0,5,0,0,0,0,0,9
201011482,17,99,6,22,14,0,0,0,0,152,16,41,0,0,6,0,0,0,0,59,108,605,23,88,105,20,5,16,4,975,0,0,0,0,0,0,0,0,0,4,18,46,4,45,44,13,0,4,0,178,26,46,22,93,73,23,0,9,3,292,44,34,63,158,135,39,11,32,3,509,0,0,0,3,13,7,0,10,0,45,5,6,3,10,17,13,0,0,0,47,0,9,0,7,3,0,0,0,0,14,6,9,3,6,16,7,0,3,12,55,297,1143,122,438,449,118,18,67,27,2682,3,14,0,0,0,0,0,0,0,12,7,101,0,5,0,0,0,0,0,110,100,298,6,15,33,3,4,8,7,469,0,18,0,0,0,0,0,0,0,21,49,148,6,35,24,0,0,3,0,265,17,47,0,0,11,0,0,0,0,76,254,992,48,147,152,40,10,32,14,1681,0,0,0,0,0,0,0,0,0,5
201011483,10,75,0,24,8,5,0,0,0,121,3,24,0,6,3,0,0,0,0,36,56,396,12,73,94,30,0,8,4,679,0,0,0,4,0,0,0,0,0,4,11,27,4,25,30,12,0,3,0,113,21,35,20,90,75,8,0,6,0,268,29,22,55,172,125,52,6,30,5,491,0,4,4,10,10,9,0,6,0,43,0,5,4,13,8,4,0,6,0,38,5,3,0,3,5,0,0,0,0,20,0,14,4,4,3,4,0,3,3,32,157,786,107,453,389,128,14,71,17,2120,0,5,0,0,0,0,0,0,0,12,6,45,0,8,5,0,0,0,0,56,55,245,14,29,26,10,12,16,9,415,0,11,0,4,0,0,0,0,0,16,17,111,5,21,18,5,0,0,0,181,11,30,0,9,6,0,0,0,0,57,140,673,41,126,139,42,21,30,7,1216,0,0,0,4,0,0,0,0,0,4
201011484,3,34,0,28,6,0,0,0,0,80,0,10,0,0,0,0,0,0,0,19,36,235,11,65,57,19,3,15,0,442,0,0,0,3,0,0,0,0,0,5,6,14,4,37,19,6,0,0,0,88,14,38,10,97,62,19,0,13,7,256,36,28,65,215,103,70,8,48,6,582,3,6,7,7,15,15,4,12,0,68,0,0,0,15,12,7,0,7,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,14,7,5,5,6,6,57,116,425,96,492,302,149,23,105,21,1745,0,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,19,18,80,11,10,18,3,3,4,4,156,0,0,0,0,0,0,0,0,0,6,3,52,4,33,10,5,0,4,0,110,3,14,0,0,3,0,0,0,0,21,75,365,46,92,73,32,10,30,5,729,0,0,0,3,0,0,0,0,0,4
