SA1_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
20101100101,0,0,19,19,0,0,10,15,8,0,16,23,13,5,8,23,19,0,7,31,13,0,5,18,12,0,3,17,8,0,0,14,0,0,3,3,65,7,77,153,0,0,11,11,0,0,15,13,8,0,13,17,9,0,3,16,19,3,11,31,12,0,10,25,18,0,13,30,7,0,3,12,0,0,0,0,63,8,82,154,0,0,29,29,0,3,24,31,11,3,28,44,18,3,11,39,31,5,17,60,27,0,13,38,28,0,19,45,15,0,10,24,0,0,8,8,128,16,164,307
20101100102,0,0,0,0,0,0,3,3,3,3,4,4,4,0,4,9,0,0,0,4,3,0,0,10,4,0,0,7,3,0,3,3,0,0,0,0,26,5,20,48,0,0,0,0,0,0,0,3,0,0,0,7,8,0,5,9,3,3,0,5,8,0,3,18,7,0,0,8,5,0,3,6,0,0,3,3,29,3,25,60,0,0,9,9,0,0,4,6,8,9,4,11,15,0,3,20,11,3,0,12,15,4,9,23,12,0,4,17,4,0,3,10,0,0,0,0,56,8,35,111
20101100105,0,0,14,14,0,0,8,12,6,3,14,20,6,0,10,22,7,3,12,22,4,0,12,13,7,4,3,18,3,0,4,6,0,0,3,0,34,10,76,122,0,0,15,15,0,0,9,6,7,0,10,19,10,3,19,30,9,0,9,16,7,5,10,18,7,0,9,13,3,0,6,9,0,0,3,9,36,12,84,133,0,0,25,25,0,0,18,22,13,4,19,40,13,0,34,49,12,0,22,36,12,5,21,37,19,4,10,30,6,0,12,15,7,0,5,11,74,19,162,257
20101100106,0,0,20,20,0,0,16,14,0,5,8,15,19,6,8,31,17,5,0,31,23,3,0,35,20,0,9,24,11,0,3,15,4,0,0,5,95,25,74,190,0,0,23,21,0,4,6,10,8,6,14,24,17,10,14,39,22,0,16,43,30,3,14,45,11,0,8,27,7,0,8,19,0,0,9,3,97,19,112,229,0,0,41,37,0,6,21,27,9,8,23,39,36,10,22,73,43,9,22,70,56,4,20,84,30,0,20,48,18,3,16,37,6,0,7,12,194,44,185,417
20101100107,0,0,11,11,0,0,3,9,3,4,9,18,3,0,7,10,3,0,13,19,9,0,9,16,4,0,7,17,7,0,4,13,3,0,3,3,34,12,73,121,0,0,6,6,0,0,15,16,3,10,12,28,7,0,15,20,3,0,14,26,5,0,13,25,4,0,17,21,9,0,11,18,0,0,8,8,33,11,109,155,0,0,17,17,0,6,14,20,9,13,27,44,11,0,23,34,8,6,29,43,13,3,22,43,8,5,22,34,10,0,17,31,3,0,10,14,68,27,182,276
20101100108,0,0,30,30,0,0,19,19,14,11,14,39,30,4,12,50,26,6,13,48,14,3,9,26,26,0,0,24,10,0,3,9,0,0,0,5,118,27,105,252,0,0,29,29,0,0,22,27,22,8,13,38,36,4,21,55,19,9,26,50,20,4,11,42,12,6,10,32,9,0,8,14,0,0,10,10,124,26,151,299,0,0,59,59,0,0,44,48,33,22,24,83,70,7,30,106,49,14,36,100,38,5,26,65,33,4,16,59,18,0,13,26,0,0,12,12,243,51,257,551
20101100109,0,0,12,12,0,0,12,14,10,7,22,31,14,7,12,27,11,6,10,27,8,6,10,23,13,4,7,21,11,3,4,22,5,0,3,5,69,27,82,179,0,0,13,13,0,0,11,10,12,5,13,32,16,5,8,32,8,8,17,34,19,5,13,23,7,4,12,23,11,0,6,23,0,0,8,5,76,24,99,202,0,0,26,26,0,0,23,25,22,13,32,63,32,9,19,58,22,13,31,64,26,4,17,49,24,5,15,41,27,3,14,41,3,0,9,13,147,51,188,382
20101100110,0,0,33,33,0,0,17,17,0,0,3,6,15,3,0,20,34,3,4,41,37,4,0,38,26,0,4,29,8,0,0,10,0,0,0,0,119,10,65,200,0,0,27,27,0,0,11,11,8,0,6,10,21,8,3,26,36,3,5,43,32,4,4,38,18,0,3,26,8,0,6,10,0,0,0,0,123,11,60,193,0,0,58,58,0,0,23,23,7,0,7,15,30,8,6,43,75,8,8,86,70,4,4,74,48,0,7,56,15,0,9,19,0,0,0,0,244,23,128,388
20101100111,0,0,20,20,0,0,9,9,4,0,13,11,11,0,3,17,30,4,0,30,20,0,9,28,11,0,3,16,4,0,0,4,6,0,0,4,78,4,54,142,0,0,13,13,0,0,7,7,8,0,7,15,15,0,0,16,23,0,3,32,18,0,9,23,14,0,3,19,6,0,0,6,0,0,0,0,83,9,45,127,0,0,27,27,0,0,15,15,9,0,13,27,24,0,6,36,47,4,9,61,37,4,9,48,26,0,8,30,6,0,0,10,6,0,5,7,160,12,105,271
20101100112,0,0,17,17,0,0,5,5,4,6,5,12,20,0,3,24,15,0,7,22,22,0,4,21,32,0,3,39,11,0,0,13,0,0,0,0,101,8,48,160,0,0,8,8,0,0,4,4,7,6,4,14,13,4,5,25,17,0,12,26,28,0,8,38,25,0,0,31,4,0,6,8,0,0,5,5,104,9,54,162,0,0,28,28,0,0,12,12,15,7,7,26,36,6,10,45,30,3,17,47,44,0,15,60,64,6,7,71,16,0,6,19,0,0,6,11,204,20,98,318
