SA1_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
20101100101,7,8,18,13,17,7,0,0,0,66,8,8,6,0,4,0,3,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,13,15,17,13,24,6,5,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,5,0,0,0,4,15,15,17,13,24,9,3,0,0,101,3,0,4,4,4,8,12,13,3,57,0,0,0,0,0,0,0,0,0,9,19,15,22,22,33,20,21,11,3,168,3,4,5,5,13,6,0,0,0,35,9,5,6,6,7,9,3,0,0,47,0,5,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,12,13,15,24,21,7,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20101100102,0,3,6,4,9,4,0,0,0,27,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,4,4,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,4,3,3,0,0,30,4,0,3,8,0,5,9,4,0,38,0,0,0,0,0,0,0,0,0,4,9,3,13,13,4,9,13,8,0,70,0,0,0,0,4,0,0,0,0,14,0,4,4,3,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
20101100105,0,5,9,7,6,5,5,0,0,40,15,4,6,7,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,11,13,11,9,3,0,0,74,0,0,0,3,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,8,3,3,0,4,0,0,0,0,0,13,16,14,17,17,13,7,3,0,0,90,8,3,7,0,3,5,10,4,0,42,0,0,0,0,0,0,0,0,0,5,19,16,22,22,22,15,18,6,0,140,0,3,6,6,6,3,0,0,0,25,31,14,11,11,7,3,0,0,0,81,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,36,11,19,20,11,10,0,0,0,113,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,0,7,0,0,0,0,14
20101100106,3,10,10,22,20,13,0,0,0,91,4,0,3,3,3,8,3,0,0,26,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,14,13,29,28,25,3,0,0,124,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,14,18,27,25,26,7,0,0,133,8,7,5,4,0,8,23,19,4,72,0,0,3,0,3,0,0,0,0,11,22,17,19,32,35,34,30,19,5,209,5,0,8,5,11,7,0,0,0,43,7,7,8,16,20,20,0,0,0,75,0,0,5,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19,7,19,26,36,31,0,0,0,131,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
20101100107,4,6,13,9,10,9,0,0,0,48,4,4,3,0,0,0,3,0,0,22,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,7,16,10,12,9,3,0,0,69,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,11,7,16,10,12,14,3,0,0,74,0,0,3,8,9,9,13,14,3,54,0,0,0,0,10,4,0,0,0,18,11,9,21,12,30,17,17,15,3,141,0,7,10,9,11,5,0,0,0,41,0,3,13,10,11,6,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,19,18,15,4,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
20101100108,8,10,35,36,37,14,0,0,0,138,10,5,5,4,7,3,4,0,0,43,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,20,19,37,43,38,19,8,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,21,19,37,43,44,19,8,0,0,189,12,0,3,11,4,6,19,15,0,70,0,0,0,0,4,4,3,0,0,9,31,23,49,47,51,28,33,15,5,278,5,9,16,26,23,16,0,0,0,95,12,9,10,23,15,6,4,0,0,82,4,4,10,5,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,17,21,36,51,45,24,6,0,0,197,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,0,10
20101100109,0,7,17,20,14,12,4,0,0,78,5,4,4,6,3,0,4,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,6,28,27,24,14,9,0,0,107,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,0,14,7,15,26,28,25,13,9,0,0,119,8,0,7,7,6,6,16,21,5,71,0,0,0,0,0,0,0,0,0,6,11,14,33,32,33,20,22,21,5,201,0,3,15,9,12,5,0,0,0,52,5,6,12,14,17,7,4,0,0,62,4,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,6,5,28,26,28,21,4,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
20101100110,7,5,5,12,36,26,5,0,0,105,15,4,0,3,7,6,0,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,6,16,42,33,9,3,0,148,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,23,14,6,16,42,33,10,3,0,154,14,0,0,3,0,0,21,8,0,57,0,0,0,0,0,0,0,0,7,8,39,17,6,20,45,38,34,14,3,209,0,0,11,13,18,6,4,0,0,60,15,8,3,10,24,19,0,0,0,73,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,3,9,23,43,24,10,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100111,4,9,9,12,20,16,0,0,0,77,5,5,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,8,11,10,26,21,3,0,0,100,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,7,17,8,11,16,26,21,3,0,0,109,3,0,0,5,3,6,12,9,3,38,0,0,0,0,0,0,0,0,0,7,22,9,17,21,30,26,16,9,3,149,0,0,8,6,10,4,0,0,0,28,3,3,4,12,14,12,0,0,0,54,6,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,8,14,17,29,19,0,0,0,84,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,9
20101100112,0,5,15,16,20,10,7,0,0,70,7,0,0,4,7,4,4,0,0,22,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,9,17,23,25,18,6,0,0,102,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,11,9,17,24,25,17,6,0,0,106,8,4,0,0,3,7,33,9,0,59,0,0,0,0,0,0,0,0,0,5,17,5,19,22,22,25,42,13,0,173,0,3,6,7,12,10,0,0,0,32,6,3,5,12,17,15,0,0,0,54,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,13,19,24,26,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
