SA1_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
20101100101,10,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,17,7,4,0,0,0,0,0,0,10,0,0,3,4,0,0,0,0,11,0,0,3,0,0,0,0,0,10,0,0,5,4,0,0,0,0,10,0,0,6,0,5,0,0,0,16,0,0,10,0,3,0,0,0,16,0,0,5,5,0,0,0,0,8,0,0,8,5,4,0,0,0,14,0,0,0,4,0,0,0,0,17,4,0,6,3,3,0,0,0,17,0,0,7,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,44,9,49,33,20,0,3,14,170
20101100102,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,9,4,3,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,14,8,19,16,9,0,0,9,76
20101100105,43,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,3,23,10,0,4,0,0,0,0,0,9,6,3,0,0,0,0,0,0,9,4,3,3,4,0,0,0,0,15,3,3,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,7,4,0,0,0,0,13,0,6,5,0,0,0,0,3,9,0,0,6,0,0,0,0,0,7,0,0,6,0,0,0,0,0,6,0,3,4,0,5,0,0,0,7,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,5,8,0,0,0,3,0,0,0,0,9,89,19,29,25,5,5,0,14,184
20101100106,23,0,0,0,0,0,0,5,24,12,0,0,0,0,0,0,0,13,6,4,0,0,0,0,0,6,17,0,0,3,5,0,0,0,0,15,0,3,12,8,0,0,0,4,25,0,3,10,0,0,0,0,0,16,7,0,6,4,0,0,0,0,26,0,0,10,4,0,0,0,0,22,0,4,8,5,0,0,0,0,25,3,0,12,8,0,0,0,0,27,0,0,0,4,0,0,0,0,7,6,0,4,3,9,0,0,0,16,5,0,0,0,5,0,0,0,8,0,0,3,3,3,0,0,0,12,0,0,0,0,3,0,0,0,3,58,25,73,48,23,4,3,16,250
20101100107,6,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,11,13,5,0,0,0,0,0,0,19,7,0,0,0,0,0,0,0,7,9,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,8,4,3,4,0,0,0,0,0,11,4,0,10,6,0,0,0,0,12,0,0,6,3,0,0,0,0,10,0,3,3,0,0,0,0,0,11,0,0,0,5,0,0,0,0,12,0,0,5,0,0,0,0,0,10,4,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,12,0,0,0,5,0,3,0,0,8,54,24,39,23,9,5,0,11,173
20101100108,24,0,0,0,0,0,0,3,24,25,0,0,0,0,0,0,3,28,13,0,0,0,0,0,0,0,18,14,10,0,5,0,0,0,0,26,5,6,24,8,0,0,0,0,42,0,3,6,4,0,0,0,0,16,0,4,7,9,0,5,0,0,31,0,0,16,0,0,0,0,0,24,0,8,13,3,0,0,0,0,22,4,3,9,4,0,0,0,0,21,0,4,7,4,0,3,0,0,15,0,3,4,5,0,0,0,0,18,0,0,0,0,3,0,0,0,7,3,4,0,3,0,0,0,0,16,0,0,5,8,0,4,0,0,10,89,45,87,55,20,9,0,17,317
20101100109,12,0,0,0,0,0,0,7,18,7,3,0,0,0,0,0,0,10,10,3,0,0,0,0,0,3,18,11,0,9,4,0,0,0,0,23,4,4,10,0,0,0,0,0,19,0,7,0,5,0,0,0,0,19,0,3,5,3,0,0,0,4,19,0,0,7,3,7,0,0,0,20,3,0,8,0,0,0,0,0,14,0,0,4,3,3,0,0,0,13,4,4,4,4,0,0,0,0,15,0,0,0,4,0,0,0,0,9,0,0,3,4,0,0,0,0,14,0,0,4,0,0,0,0,0,9,0,0,3,0,0,0,0,0,5,62,27,51,40,12,3,5,14,223
20101100110,27,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,5,0,0,4,3,6,3,0,0,9,0,0,11,3,0,0,0,0,16,0,3,13,3,3,0,0,0,24,0,0,12,3,0,0,0,0,25,0,0,13,5,0,0,0,0,25,0,0,3,4,3,0,0,0,14,0,0,8,4,0,0,0,0,20,0,0,7,0,0,0,0,0,7,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8,82,40,17,0,0,4,205
20101100111,8,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,16,0,0,5,3,0,0,0,0,17,0,0,10,4,6,0,0,0,18,0,0,7,0,4,0,0,0,18,0,0,3,3,0,0,0,0,7,0,0,8,0,0,0,0,0,8,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,30,4,43,33,10,6,5,4,141
20101100112,9,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0,5,0,0,0,0,0,11,0,4,9,0,4,0,0,0,13,0,0,3,0,0,0,0,0,7,0,0,9,9,0,0,0,0,17,0,0,11,0,3,0,0,0,19,0,0,12,8,3,0,0,0,25,0,0,5,8,0,0,0,0,23,3,0,5,6,0,0,0,0,13,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,30,15,61,33,15,3,9,10,171
