POW_SA3_CODE_2021,SEO_Tot_Bf_91,SEO_Tot_91_95,SEO_Tot_96_00,SEO_Tot_01_05,SEO_Tot_06_10,SEO_Tot_11_15,SEO_Tot_16_20,SEO_Tot_2021,SEO_Tot_NS,SEO_Tot_Tot,UOLSEWVW_AGFF_Bf_91,UOLSEWVW_AGFF_91_95,UOLSEWVW_AGFF_96_00,UOLSEWVW_AGFF_01_05,UOLSEWVW_AGFF_06_10,UOLSEWVW_AGFF_11_15,UOLSEWVW_AGFF_16_20,UOLSEWVW_AGFF_2021,UOLSEWVW_AGFF_NS,UOLSEWVW_AGFF_Tot,UOLSEWVW_Min_Bf_91,UOLSEWVW_Min_91_95,UOLSEWVW_Min_96_00,UOLSEWVW_Min_01_05,UOLSEWVW_Min_06_10,UOLSEWVW_Min_11_15,UOLSEWVW_Min_16_20,UOLSEWVW_Min_2021,UOLSEWVW_Min_NS,UOLSEWVW_Min_Tot,UOLSEWVW_Mnf_Bf_91,UOLSEWVW_Mnf_91_95,UOLSEWVW_Mnf_96_00,UOLSEWVW_Mnf_01_05,UOLSEWVW_Mnf_06_10,UOLSEWVW_Mnf_11_15,UOLSEWVW_Mnf_16_20,UOLSEWVW_Mnf_2021,UOLSEWVW_Mnf_NS,UOLSEWVW_Mnf_Tot,UOLSEWVW_EGWWS_Bf_91,UOLSEWVW_EGWWS_91_95,UOLSEWVW_EGWWS_96_00,UOLSEWVW_EGWWS_01_05,UOLSEWVW_EGWWS_06_10,UOLSEWVW_EGWWS_11_15,UOLSEWVW_EGWWS_16_20,UOLSEWVW_EGWWS_2021,UOLSEWVW_EGWWS_NS,UOLSEWVW_EGWWS_Tot,UOLSEWVW_Const_Bf_91,UOLSEWVW_Const_91_95,UOLSEWVW_Const_96_00,UOLSEWVW_Const_01_05,UOLSEWVW_Const_06_10,UOLSEWVW_Const_11_15,UOLSEWVW_Const_16_20,UOLSEWVW_Const_2021,UOLSEWVW_Const_NS,UOLSEWVW_Const_Tot,UOLSEWVW_WST_Bf_91,UOLSEWVW_WST_91_95,UOLSEWVW_WST_96_00,UOLSEWVW_WST_01_05,UOLSEWVW_WST_06_10,UOLSEWVW_WST_11_15,UOLSEWVW_WST_16_20,UOLSEWVW_WST_2021,UOLSEWVW_WST_NS,UOLSEWVW_WST_Tot,UOLSEWVW_RetT_Bf_91,UOLSEWVW_RetT_91_95,UOLSEWVW_RetT_96_00,UOLSEWVW_RetT_01_05,UOLSEWVW_RetT_06_10,UOLSEWVW_RetT_11_15,UOLSEWVW_RetT_16_20,UOLSEWVW_RetT_2021,UOLSEWVW_RetT_NS,UOLSEWVW_RetT_Tot,UOLSEWVW_AcFd_Bf_91,UOLSEWVW_AcFd_91_95,UOLSEWVW_AcFd_96_00,UOLSEWVW_AcFd_01_05,UOLSEWVW_AcFd_06_10,UOLSEWVW_AcFd_11_15,UOLSEWVW_AcFd_16_20,UOLSEWVW_AcFd_2021,UOLSEWVW_AcFd_NS,UOLSEWVW_AcFd_Tot,UOLSEWVW_TPW_Bf_91,UOLSEWVW_TPW_91_95,UOLSEWVW_TPW_96_00,UOLSEWVW_TPW_01_05,UOLSEWVW_TPW_06_10,UOLSEWVW_TPW_11_15,UOLSEWVW_TPW_16_20,UOLSEWVW_TPW_2021,UOLSEWVW_TPW_NS,UOLSEWVW_TPW_Tot,UOLSEWVW_IMT_Bf_91,UOLSEWVW_IMT_91_95,UOLSEWVW_IMT_96_00,UOLSEWVW_IMT_01_05,UOLSEWVW_IMT_06_10,UOLSEWVW_IMT_11_15,UOLSEWVW_IMT_16_20,UOLSEWVW_IMT_2021,UOLSEWVW_IMT_NS,UOLSEWVW_IMT_Tot,UOLSEWVW_FinIns_Bf_91,UOLSEWVW_FinIns_91_95,UOLSEWVW_FinIns_96_00,UOLSEWVW_FinIns_01_05,UOLSEWVW_FinIns_06_10,UOLSEWVW_FinIns_11_15,UOLSEWVW_FinIns_16_20,UOLSEWVW_FinIns_2021,UOLSEWVW_FinIns_NS,UOLSEWVW_FinIns_Tot,UOLSEWVW_RHRE_Bf_91,UOLSEWVW_RHRE_91_95,UOLSEWVW_RHRE_96_00,UOLSEWVW_RHRE_01_05,UOLSEWVW_RHRE_06_10,UOLSEWVW_RHRE_11_15,UOLSEWVW_RHRE_16_20,UOLSEWVW_RHRE_2021,UOLSEWVW_RHRE_NS,UOLSEWVW_RHRE_Tot,UOLSEWVW_ProSTS_Bf_91,UOLSEWVW_ProSTS_91_95,UOLSEWVW_ProSTS_96_00,UOLSEWVW_ProSTS_01_05,UOLSEWVW_ProSTS_06_10,UOLSEWVW_ProSTS_11_15,UOLSEWVW_ProSTS_16_20,UOLSEWVW_ProSTS_2021,UOLSEWVW_ProSTS_NS,UOLSEWVW_ProSTS_Tot,UOLSEWVW_AdSup_Bf_91,UOLSEWVW_AdSup_91_95,UOLSEWVW_AdSup_96_00,UOLSEWVW_AdSup_01_05,UOLSEWVW_AdSup_06_10,UOLSEWVW_AdSup_11_15,UOLSEWVW_AdSup_16_20,UOLSEWVW_AdSup_2021,UOLSEWVW_AdSup_NS,UOLSEWVW_AdSup_Tot,UOLSEWVW_PubAS_Bf_91,UOLSEWVW_PubAS_91_95,UOLSEWVW_PubAS_96_00,UOLSEWVW_PubAS_01_05,UOLSEWVW_PubAS_06_10,UOLSEWVW_PubAS_11_15,UOLSEWVW_PubAS_16_20,UOLSEWVW_PubAS_2021,UOLSEWVW_PubAS_NS,UOLSEWVW_PubAS_Tot,UOLSEWVW_EdTrn_Bf_91,UOLSEWVW_EdTrn_91_95,UOLSEWVW_EdTrn_96_00,UOLSEWVW_EdTrn_01_05,UOLSEWVW_EdTrn_06_10,UOLSEWVW_EdTrn_11_15,UOLSEWVW_EdTrn_16_20,UOLSEWVW_EdTrn_2021,UOLSEWVW_EdTrn_NS,UOLSEWVW_EdTrn_Tot,UOLSEWVW_HC_SA_Bf_91,UOLSEWVW_HC_SA_91_95,UOLSEWVW_HC_SA_96_00,UOLSEWVW_HC_SA_01_05,UOLSEWVW_HC_SA_06_10,UOLSEWVW_HC_SA_11_15,UOLSEWVW_HC_SA_16_20,UOLSEWVW_HC_SA_2021,UOLSEWVW_HC_SA_NS,UOLSEWVW_HC_SA_Tot,UOLSEWVW_ArtsR_Bf_91,UOLSEWVW_ArtsR_91_95,UOLSEWVW_ArtsR_96_00,UOLSEWVW_ArtsR_01_05,UOLSEWVW_ArtsR_06_10,UOLSEWVW_ArtsR_11_15,UOLSEWVW_ArtsR_16_20,UOLSEWVW_ArtsR_2021,UOLSEWVW_ArtsR_NS,UOLSEWVW_ArtsR_Tot,UOLSEWVW_OthSvs_Bf_91,UOLSEWVW_OthSvs_91_95,UOLSEWVW_OthSvs_96_00,UOLSEWVW_OthSvs_01_05,UOLSEWVW_OthSvs_06_10,UOLSEWVW_OthSvs_11_15,UOLSEWVW_OthSvs_16_20,UOLSEWVW_OthSvs_2021,UOLSEWVW_OthSvs_NS,UOLSEWVW_OthSvs_Tot
20101,1434,157,288,293,370,340,265,5,57,3209,3,0,0,0,3,0,3,0,0,11,0,0,0,5,5,0,13,0,0,27,16,0,6,30,49,45,49,0,0,199,0,0,0,6,3,4,0,0,0,20,15,0,0,7,26,31,66,0,0,152,5,0,0,0,4,8,3,0,0,18,13,3,8,19,67,39,93,0,0,242,34,6,15,33,116,115,200,0,4,525,8,0,3,5,57,29,48,0,0,150,5,0,0,0,9,7,4,0,0,24,0,0,0,0,8,5,8,0,0,27,3,0,0,0,8,8,4,0,0,27,14,7,11,30,49,34,37,0,3,177,5,5,0,8,10,15,44,0,0,82,11,3,5,15,24,28,23,0,0,107,29,16,14,34,53,61,49,0,0,249,45,26,39,138,317,334,320,8,4,1234,3,0,0,4,8,4,6,0,0,25,7,6,0,11,39,29,40,0,0,132
20102,431,38,69,77,91,64,52,0,24,840,6,3,3,4,28,19,19,0,0,84,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,5,6,0,0,29,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,7,0,0,19,0,0,0,0,0,0,3,0,0,11,8,0,5,6,7,7,8,0,4,39,12,3,0,4,23,44,50,0,3,146,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,4,4,0,7,0,0,23,0,0,0,0,0,0,3,0,0,10,5,0,3,5,0,11,6,0,0,23,0,4,0,0,8,0,5,0,0,21,9,5,8,6,20,11,23,0,6,80,0,0,0,5,0,0,0,0,0,8,0,0,0,0,4,13,3,0,0,21
20103,255,12,25,27,43,24,23,0,8,421,3,0,0,0,5,8,4,4,0,21,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,8,0,0,0,33,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,0,0,31,4,0,0,0,12,8,5,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,0,14,4,0,0,0,4,0,0,0,0,11,5,3,0,3,20,18,31,0,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9
20201,1009,130,211,225,315,211,177,5,45,2331,4,0,0,0,3,9,3,0,0,21,0,0,0,0,5,3,0,0,0,8,9,6,7,15,33,50,62,0,0,180,0,3,0,5,3,7,6,0,0,19,8,0,6,0,20,20,23,0,0,76,0,0,3,0,4,9,4,0,0,16,7,0,5,17,53,47,61,0,4,194,19,5,7,27,78,102,116,0,0,360,5,0,0,9,37,18,19,0,0,95,0,0,0,0,3,0,7,0,0,25,6,0,5,10,6,5,16,0,0,53,0,0,0,0,0,3,0,0,0,8,5,5,0,19,17,15,42,0,0,108,0,0,0,3,15,14,17,0,0,60,6,8,5,7,18,14,13,0,0,63,6,0,8,21,34,32,41,0,0,151,36,14,43,82,288,246,330,3,11,1053,0,0,0,0,4,9,6,0,0,21,6,0,0,7,24,9,14,0,0,58
20202,776,94,150,148,191,115,92,3,49,1610,6,0,0,0,14,17,11,0,0,50,0,4,0,0,0,4,0,0,0,6,16,5,6,25,115,85,149,0,4,411,0,0,0,0,0,0,0,0,0,0,5,0,5,4,10,10,4,0,0,35,0,0,0,0,0,0,0,0,0,6,6,6,6,18,21,13,15,0,0,76,16,0,9,3,31,17,29,0,0,104,0,0,3,0,6,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,0,0,19,0,0,5,0,6,0,5,0,0,21,16,8,5,7,9,10,5,0,0,60,5,0,4,4,3,9,0,0,0,28,15,10,12,12,53,55,46,0,0,203,3,0,6,0,0,0,0,0,0,10,0,0,0,0,3,9,3,0,0,10
20203,79,9,15,18,12,18,11,0,3,167,10,0,0,4,16,12,26,6,0,69,0,0,3,0,3,10,3,0,0,21,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,0,4,0,0,6,6,0,0,18,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,10,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
20301,185,15,25,21,42,41,24,3,7,364,4,3,5,3,7,16,15,0,0,59,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,7,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,11,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,8,0,0,29,0,0,0,0,7,7,8,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,12,0,0,0,0,0,0,4,0,0,5,4,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,4,4,0,11,13,13,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20302,3882,441,649,820,1216,1039,747,21,167,8980,29,9,5,14,21,16,17,0,0,111,0,0,0,0,0,0,3,0,0,4,102,41,52,56,192,204,300,4,11,952,13,0,6,7,37,25,27,0,4,113,95,17,34,37,98,169,192,3,3,655,32,12,6,19,56,46,59,0,0,230,72,33,38,87,214,228,348,6,3,1040,73,19,32,73,239,269,470,5,7,1187,43,11,17,28,187,153,195,0,7,641,10,0,5,10,8,23,30,0,0,74,29,11,9,21,39,40,34,0,0,175,20,0,7,13,20,11,11,0,0,77,63,24,35,57,101,121,155,0,0,561,28,8,22,19,45,71,135,0,0,331,57,25,32,55,94,94,69,0,3,435,85,25,54,98,201,230,195,4,3,903,238,72,119,229,672,602,654,13,22,2624,7,3,0,4,5,10,16,0,0,46,32,11,7,19,87,72,105,0,0,338
20303,950,112,159,223,311,280,188,0,59,2284,7,0,0,0,5,3,6,0,0,22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,19,15,0,0,50,0,0,0,0,0,0,0,0,0,0,14,5,0,3,18,35,32,0,0,104,5,0,0,0,0,0,0,0,0,9,15,3,6,9,41,37,47,0,0,159,18,0,12,19,80,123,221,0,6,477,0,0,0,0,6,10,22,0,0,52,0,0,0,0,0,5,4,0,0,9,4,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,6,0,0,9,7,0,7,8,23,19,20,0,0,78,3,0,0,3,9,6,15,0,0,39,6,0,0,5,8,7,0,0,0,24,12,0,3,0,13,15,16,0,0,58,11,3,15,23,94,114,131,0,0,393,0,0,0,3,3,6,0,0,0,16,6,3,4,9,14,13,19,0,0,60
20401,838,77,96,157,185,151,134,10,72,1721,18,4,8,0,8,19,23,0,4,88,0,0,0,0,0,0,7,0,0,6,9,5,0,4,8,27,19,0,0,73,0,0,0,0,0,0,0,0,0,0,8,5,6,4,14,12,13,0,0,56,0,0,0,0,5,6,13,0,0,23,13,8,6,13,25,28,36,0,5,129,12,8,9,16,32,35,64,0,9,175,6,4,0,0,8,4,8,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,5,3,0,0,8,6,0,8,0,0,28,4,0,0,4,0,7,17,0,0,31,11,12,6,14,23,15,7,3,0,81,12,7,12,7,12,20,14,0,0,80,25,9,14,21,88,74,59,0,0,282,0,0,0,4,6,4,7,0,0,23,3,0,0,0,0,15,5,0,3,35
