SAL_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
SAL20011,3,21,7,5,0,0,32,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,5,3,0,0,0,8,0,7,0,0,0,0,12,3,11,4,0,0,0,13,9,13,6,0,0,0,30,5,25,0,4,3,0,37,22,46,0,0,0,0,69,15,66,4,7,0,0,93,25,108,8,5,0,0,148,47,190,18,7,5,0,266,30,127,9,3,0,0,173,32,104,9,0,3,0,150,40,112,20,3,3,0,185,29,110,17,5,3,0,167,6,23,4,4,0,0,35,0,27,3,0,0,0,37,32,70,7,0,6,0,115,308,1062,110,48,31,8,1578
SAL20012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,5,0,0,0,0,0,4,0,4,0,0,0,0,9,3,0,3,0,0,0,6,0,0,0,0,0,0,3,4,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,6,5,3,0,0,0,23,0,0,3,0,0,0,3,4,4,0,0,0,0,3,0,0,0,0,0,0,4,33,23,16,9,4,0,85
SAL20014,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,21
SAL20015,9,7,5,0,3,0,24,4,0,3,0,4,0,7,0,3,3,0,3,0,16,5,0,5,0,4,0,8,7,5,4,0,3,0,12,3,9,7,0,0,0,19,10,12,10,3,3,0,33,12,14,7,8,0,0,39,4,13,8,4,11,0,41,11,23,4,0,3,0,45,25,24,5,0,4,0,62,21,54,10,8,4,0,92,13,40,4,0,0,0,57,18,29,5,0,6,0,53,34,49,8,3,0,5,94,23,70,15,3,0,0,118,14,27,5,0,0,0,42,7,8,3,0,0,0,21,14,21,14,4,3,0,59,226,404,118,38,51,9,848
SAL20016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20017,10,11,12,5,7,0,43,4,4,3,4,0,0,11,4,3,0,0,6,0,10,3,8,3,0,3,0,14,4,3,3,5,7,0,22,0,7,7,4,12,0,35,16,16,4,5,9,4,46,3,24,12,3,6,0,56,14,32,6,8,4,0,65,10,29,9,0,6,3,60,12,13,4,3,7,0,30,6,34,11,6,8,0,66,0,12,3,4,3,0,26,0,3,0,0,0,0,14,0,7,3,0,0,0,13,5,11,4,0,3,0,25,0,3,0,0,0,0,9,0,0,0,3,0,0,7,8,13,3,6,7,0,36,108,229,104,54,75,12,585
SAL20018,15,9,0,3,6,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,4,3,4,0,0,0,0,10,0,4,3,0,0,0,5,6,0,5,0,0,0,4,4,3,0,4,5,0,10,4,6,6,0,0,0,8,3,0,3,0,0,0,6,3,3,4,0,0,0,11,7,9,3,0,5,0,28,0,0,0,0,0,0,6,7,7,3,0,0,0,15,9,8,3,0,0,0,20,9,32,11,0,5,0,58,19,29,3,7,0,0,55,31,94,18,7,3,0,164,7,11,7,0,3,0,29,128,219,76,28,22,0,475
SAL20019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,9,8,5,0,0,29
SAL20020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10
SAL20021,0,4,4,0,4,0,15,4,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,3,0,4,0,10,7,5,0,5,6,0,11,11,4,0,0,0,0,16,10,15,4,3,0,0,33,4,8,0,3,5,0,24,11,24,4,0,4,0,41,6,9,0,0,0,0,18,19,15,3,0,0,0,43,9,10,0,0,0,0,25,11,0,0,0,0,0,14,9,11,0,0,0,0,32,7,12,3,5,0,0,26,4,6,0,0,0,0,7,6,0,0,0,0,0,6,6,4,3,0,0,0,12,131,136,34,23,21,3,349
SAL20022,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,13,9,9,6,0,3,0,30,16,17,0,8,3,0,41,11,16,3,8,3,0,40,6,11,4,0,3,0,28,6,17,9,0,0,0,26,6,12,3,0,0,0,19,9,11,3,0,0,0,25,0,9,0,0,0,0,6,0,5,0,0,0,0,4,0,3,4,0,0,0,12,0,3,3,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,10,4,6,3,0,22,75,120,38,18,21,0,280
SAL20023,12,15,11,0,0,0,36,7,3,3,0,3,0,12,9,11,7,0,3,0,28,11,0,7,4,0,0,18,7,5,10,8,5,0,41,11,32,10,5,10,0,70,24,44,23,5,8,0,109,37,57,19,17,7,0,141,38,79,18,13,10,0,164,43,88,26,13,7,0,182,30,72,14,0,6,0,128,33,93,19,3,8,0,158,7,32,3,3,0,0,47,6,17,3,3,0,0,28,7,32,15,0,0,0,61,24,33,14,0,0,0,70,3,12,9,0,0,0,29,0,8,4,0,0,0,11,13,18,13,7,0,0,55,320,658,224,88,78,9,1376
SAL20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL20025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,10
SAL20026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6
SAL20027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,8,4,0,0,0,0,0,5,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,3,4,0,0,35
SAL20028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,6,3,6,0,0,0,0,14,9,9,4,0,0,0,22,9,5,3,4,0,0,20,0,11,0,3,0,0,16,3,5,4,0,0,0,18,0,3,5,0,0,0,13,5,5,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,6,3,3,0,3,0,0,11,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,7,5,6,0,0,16,50,80,24,14,8,0,183
SAL20029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,5,0,0,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,3,0,0,0,34
SAL20030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,18
SAL20031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,3,0,0,0,24
SAL20032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,7
SAL20034,14,3,13,0,0,0,36,3,0,0,0,0,0,8,3,0,6,0,0,0,10,0,4,0,0,0,0,3,0,3,0,0,0,0,7,6,0,3,0,0,0,9,13,3,10,0,0,0,24,7,9,0,4,0,0,22,8,5,5,3,0,0,22,3,4,5,0,0,0,15,4,6,0,5,0,0,12,12,21,11,5,0,0,49,4,9,0,0,0,0,19,0,9,4,0,0,0,18,12,16,6,3,0,0,39,31,54,11,0,3,0,108,6,24,10,3,0,0,42,16,77,12,4,0,0,107,4,15,10,0,3,0,37,149,273,110,30,24,3,586
SAL20035,15,14,4,0,3,0,33,0,0,0,0,0,0,0,9,5,5,3,0,0,12,0,6,0,0,4,0,11,13,6,11,0,0,0,27,5,8,10,0,0,0,31,12,20,6,7,12,0,54,18,21,14,4,5,0,53,11,34,5,9,0,0,55,23,24,12,9,5,0,70,19,27,5,0,0,0,48,28,61,12,7,12,0,119,31,30,6,0,0,0,63,19,35,6,0,0,0,58,33,60,15,4,3,0,118,70,129,19,7,0,4,227,15,64,12,4,0,0,99,13,27,13,0,0,0,54,20,24,3,0,8,6,56,351,583,153,53,58,3,1200
