SAL_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SAL20011,128,0,0,0,0,0,0,21,153,175,5,0,0,0,0,0,15,197,173,85,46,6,0,0,0,17,334,141,203,200,40,8,0,0,23,617,60,148,289,79,14,3,0,26,623,17,45,138,52,11,6,0,10,277,15,25,61,30,7,4,9,10,153,3,5,54,29,8,0,0,7,112,6,6,38,19,5,0,3,5,81,4,8,31,24,8,9,0,0,78,0,9,18,19,11,0,5,7,66,0,4,10,8,0,0,5,0,27,0,0,6,5,0,3,0,4,13,0,0,0,0,5,0,3,0,7,0,0,0,0,0,3,0,0,6,734,535,887,308,70,36,25,153,2755
SAL20012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20013,18,0,0,0,0,0,0,5,18,8,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,9,19,3,0,0,0,0,0,4,27,5,5,15,0,0,0,0,4,26,3,0,5,0,0,0,0,0,15,0,3,17,6,0,0,0,5,29,14,4,13,3,3,0,0,3,38,15,3,25,13,0,0,0,0,62,18,8,19,13,3,0,0,3,69,12,6,22,14,3,0,0,6,64,9,7,6,11,4,0,0,0,42,5,0,6,0,4,0,0,3,17,0,0,7,0,6,0,0,0,18,0,0,0,4,0,3,0,6,15,128,43,138,72,27,6,3,48,455
SAL20014,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,4,0,0,0,4,0,0,0,0,4,0,5,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,4,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,19,11,10,0,0,8,65
SAL20015,153,0,0,0,0,0,0,3,158,148,3,0,0,0,0,0,14,167,255,17,8,0,0,0,0,22,307,185,104,56,11,0,0,0,11,365,100,77,135,23,5,0,0,8,358,75,49,110,29,8,4,0,13,287,67,51,102,38,13,0,0,5,272,59,34,80,43,10,4,0,5,239,49,39,93,43,15,0,0,6,244,36,30,100,42,11,3,0,4,224,23,21,84,57,17,6,0,3,209,18,14,82,73,19,3,0,14,229,8,3,59,61,22,8,5,14,174,5,10,49,42,25,9,4,18,160,8,20,53,23,17,13,5,11,140,1184,489,990,492,150,47,17,164,3539
SAL20016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20017,148,0,0,0,0,0,0,23,169,147,11,3,0,0,0,0,16,173,108,40,18,14,0,3,0,12,196,70,51,48,15,7,0,0,12,199,39,41,66,27,7,4,3,13,207,33,31,53,35,13,0,5,22,199,25,17,73,29,9,3,0,7,168,15,31,59,30,15,9,5,11,167,11,19,56,39,19,3,0,5,156,17,14,67,43,21,6,3,10,179,0,15,67,56,21,8,4,8,176,9,10,56,39,15,8,11,4,154,0,6,30,16,13,4,5,9,91,0,6,8,9,9,5,0,0,42,0,4,0,7,6,0,14,0,31,635,291,599,350,159,49,51,159,2294
SAL20018,144,0,0,0,0,0,0,6,150,101,4,0,0,0,0,0,8,114,109,7,0,0,0,0,0,4,123,105,27,17,3,0,0,0,10,165,86,44,68,19,5,0,0,15,238,63,39,77,19,8,0,0,7,213,61,52,85,28,4,4,0,5,240,90,44,123,26,7,0,0,8,295,66,34,75,29,10,0,0,12,225,61,37,65,37,0,0,0,10,211,35,25,60,27,9,0,0,12,172,36,24,63,37,10,0,0,10,190,26,16,47,37,13,5,0,7,154,19,8,44,20,9,0,0,3,97,11,3,20,11,14,0,0,8,68,1009,364,747,297,85,13,10,134,2662
SAL20019,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,9,0,0,3,0,0,0,0,0,8,3,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,9,0,0,3,4,0,0,0,0,15,3,0,0,6,0,0,0,0,12,0,0,10,4,0,0,4,0,18,3,0,5,3,0,0,0,0,9,0,0,6,6,0,0,0,0,17,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,41,25,11,7,3,10,122
SAL20020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,7,14,3,0,0,6,36
SAL20021,74,0,0,0,0,0,0,0,81,109,6,3,0,0,0,0,18,129,152,24,8,4,5,0,0,17,215,133,45,25,6,0,0,0,18,233,63,41,51,16,6,0,0,20,189,44,25,30,18,5,0,0,8,129,32,13,33,18,0,4,5,8,100,25,22,26,10,5,0,0,6,92,25,13,30,14,4,0,4,9,102,29,15,30,16,7,8,6,12,113,12,9,27,6,10,0,3,16,83,7,7,27,17,5,7,0,12,81,6,5,25,14,11,0,0,14,78,0,0,10,8,5,5,0,7,42,0,4,17,12,8,9,9,6,55,715,230,344,168,56,35,22,150,1722
SAL20022,56,0,0,0,0,0,0,10,66,29,4,0,0,0,0,0,5,47,30,8,4,0,0,0,0,14,59,23,14,10,11,0,0,0,0,67,10,16,23,12,3,0,0,5,72,8,8,31,13,0,4,0,0,73,12,18,37,17,6,0,0,6,89,16,8,26,24,0,3,0,7,82,15,13,37,23,3,0,0,7,101,18,14,39,22,18,3,0,10,117,17,10,38,37,12,4,0,3,119,18,11,43,38,15,3,4,5,143,8,3,21,29,9,0,0,4,70,6,6,19,12,8,3,7,10,75,4,10,13,23,4,6,4,3,68,275,140,364,253,84,26,18,83,1241
SAL20023,423,0,0,0,0,0,0,32,462,327,19,9,0,0,0,0,23,383,208,63,25,8,4,0,0,20,323,112,78,107,51,8,10,0,10,382,60,81,199,83,16,12,0,20,468,45,53,191,106,39,5,3,8,450,36,47,177,91,41,5,7,15,416,28,43,167,90,29,8,3,3,370,38,51,132,92,23,0,3,9,354,18,26,116,89,37,4,3,9,298,22,26,98,80,29,9,0,9,272,23,19,90,68,30,11,5,6,242,12,14,52,36,23,10,10,3,164,4,3,27,33,25,6,10,10,116,3,8,18,15,11,8,11,6,76,1371,525,1400,845,307,78,60,198,4780
SAL20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7
SAL20025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,3,10,0,0,4,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,4,3,0,0,9,29
SAL20026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,5,3,4,0,0,0,25
SAL20027,3,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,0,7,0,6,0,6,0,0,0,0,12,0,0,3,5,0,0,0,3,14,0,5,3,4,3,0,0,6,15,0,0,6,4,0,0,0,0,12,0,0,4,3,4,0,0,0,13,0,0,6,0,0,0,0,4,11,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,13,27,27,12,0,0,19,113
SAL20028,38,0,0,0,0,0,0,4,41,28,3,0,0,0,0,0,0,31,22,9,4,0,0,0,0,3,40,7,9,12,5,0,0,0,0,32,12,9,16,11,0,0,0,5,52,3,0,21,14,6,0,0,0,43,7,3,18,11,5,0,0,3,50,3,4,24,18,6,0,4,0,66,6,4,21,6,3,0,3,4,42,4,4,14,13,6,0,0,7,52,3,0,13,17,5,0,0,5,50,0,0,12,8,10,3,0,6,39,0,3,8,6,0,0,0,0,19,0,0,0,7,0,6,0,0,13,0,0,0,0,0,4,4,0,13,144,52,165,119,44,18,14,36,581
