SAL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SAL20011,43,10,6,0,57,0,0,0,0,7,0,0,0,0,6,0,0,3,0,5,7,0,6,0,16,6,8,16,0,31,12,36,20,0,70,18,41,10,0,68,10,81,21,0,114,12,95,17,0,128,29,95,16,0,135,20,118,9,0,148,72,277,18,6,374,64,182,7,0,264,48,170,10,0,222,32,98,0,0,131,43,199,4,0,249,15,63,9,5,89,5,11,4,0,19,444,1481,179,19,2117
SAL20012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20013,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,3,0,0,0,5,9,0,0,0,10,12,0,0,0,14,18,0,8,0,19,17,3,0,0,22,4,3,6,0,18,10,10,3,0,22,16,9,0,0,33,13,6,0,0,15,12,6,0,0,14,8,0,0,0,16,23,22,5,0,44,8,11,5,0,21,0,0,0,0,0,160,78,34,4,275
SAL20014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,3,0,0,4,3,0,0,0,3,4,3,0,0,5,4,3,0,0,8,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,3,3,0,0,6,3,0,0,0,3,21,22,3,0,48
SAL20015,28,3,4,0,34,8,0,3,0,13,8,0,4,0,10,5,0,3,0,12,25,7,4,0,44,8,7,20,0,34,114,11,27,0,150,60,9,39,0,110,54,27,54,7,150,59,43,36,6,139,29,42,40,6,122,31,58,28,3,117,64,123,66,6,268,77,126,32,3,239,70,125,15,6,220,51,112,0,0,166,107,235,17,0,352,22,51,11,0,86,17,13,13,0,37,840,985,411,55,2299
SAL20016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20017,22,7,21,0,60,0,6,3,0,9,5,6,8,0,12,0,3,9,0,15,26,11,20,0,53,19,12,32,0,60,88,27,22,3,149,42,37,48,3,125,38,68,47,3,160,31,71,40,6,149,32,49,25,0,103,19,57,24,4,102,25,111,30,0,165,18,48,18,0,84,9,50,6,4,70,5,28,7,0,40,3,29,6,3,35,12,48,19,0,70,15,10,12,0,28,414,658,389,33,1498
SAL20018,8,0,9,0,19,3,6,0,0,13,0,0,0,0,3,0,0,0,0,6,5,0,4,0,6,0,4,5,0,15,34,6,16,0,52,20,7,10,4,43,30,9,16,0,55,34,11,12,0,52,19,8,13,6,36,26,9,4,0,47,63,47,28,4,141,47,32,7,0,89,56,53,10,0,115,43,34,0,0,85,238,448,38,3,726,28,34,20,0,77,12,3,4,0,19,671,708,201,25,1605
SAL20019,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,6,9,0,0,0,11,3,0,0,0,12,5,4,0,0,14,0,0,0,0,3,4,6,0,0,6,0,8,0,0,11,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,4,0,0,0,0,0,49,26,13,0,87
SAL20020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,0,21
SAL20021,18,6,12,0,30,9,3,0,0,13,0,0,0,0,4,3,3,5,0,14,13,3,11,0,23,12,0,23,0,31,41,15,18,0,72,24,10,20,0,54,17,25,20,4,65,46,36,17,3,108,21,27,7,7,63,21,22,14,4,68,44,54,22,8,127,46,34,12,5,96,26,34,4,0,67,18,24,6,0,45,40,37,4,0,78,15,15,13,0,40,9,9,6,0,16,423,353,197,41,1017
SAL20022,7,4,4,0,16,7,0,0,0,7,0,0,0,0,0,4,0,0,0,4,20,0,0,0,19,5,0,10,0,18,65,4,14,0,78,30,3,19,0,55,35,11,22,0,72,42,17,11,0,75,18,21,8,0,44,17,27,3,0,48,47,57,4,0,105,21,32,0,0,55,14,31,0,0,45,4,7,0,0,17,6,17,0,0,24,21,17,10,0,52,8,6,6,0,20,378,252,114,6,750
SAL20023,20,0,5,0,30,8,0,0,0,10,3,0,0,0,10,3,0,7,0,14,24,8,20,0,52,16,3,45,4,68,101,10,56,4,171,83,21,66,5,166,101,44,74,4,223,94,64,63,0,223,49,80,47,0,175,78,91,42,0,219,133,208,45,3,397,103,219,26,3,356,86,217,8,4,317,51,146,6,0,206,77,285,19,0,382,36,97,45,0,182,9,7,11,0,22,1082,1510,595,31,3211
SAL20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
SAL20025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,16,6,0,0,20
SAL20026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,12,6,3,0,22
SAL20027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,4,0,0,0,5,5,0,0,0,3,3,0,0,0,3,0,0,4,0,0,5,0,0,0,7,0,3,5,0,4,3,8,0,0,14,6,5,0,0,3,0,3,0,0,4,0,5,0,0,5,3,5,0,0,11,0,9,0,0,12,0,0,0,0,0,40,40,10,0,79
SAL20028,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,8,0,0,0,7,16,0,7,0,22,12,0,7,0,26,4,0,9,0,21,26,12,10,0,44,8,13,7,0,23,12,6,0,0,22,22,39,3,0,65,21,19,0,0,38,8,18,0,0,28,4,10,0,0,15,13,26,0,0,40,11,14,3,0,32,3,4,0,0,9,186,166,50,5,405
SAL20029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,3,0,0,0,0,3,0,4,0,0,8,0,3,0,0,3,4,0,0,0,5,5,0,0,0,10,0,5,0,0,5,0,0,0,0,0,0,5,0,0,0,6,3,0,0,3,0,0,0,0,4,0,0,0,0,0,23,22,4,0,50
SAL20030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,0,5,3,0,0,0,7,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,15,23,0,0,41
SAL20031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,3,0,5,0,0,0,0,5,3,4,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,6,0,0,0,0,0,25,16,9,0,47
SAL20032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10
SAL20033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,0,21
SAL20034,12,0,7,0,16,3,0,0,0,8,0,0,0,0,6,0,0,8,0,3,5,0,10,0,20,4,0,3,0,15,28,7,8,0,39,17,4,15,0,32,23,5,11,6,40,46,5,23,0,74,23,12,14,7,55,27,15,8,0,54,59,38,19,5,112,80,35,7,0,124,52,52,13,3,115,41,59,0,0,100,142,401,20,4,568,23,41,13,0,79,0,4,0,0,8,576,689,177,23,1462
SAL20035,32,0,9,0,45,14,0,4,0,23,14,0,6,5,23,3,0,6,0,17,45,0,16,0,61,19,9,27,0,49,100,10,27,0,134,91,22,38,8,153,77,35,38,9,159,115,47,46,4,212,59,47,41,4,150,70,45,34,5,152,137,161,77,6,379,118,140,27,3,287,109,165,20,5,296,74,132,5,4,209,197,452,17,6,670,44,64,38,0,144,15,5,4,3,32,1328,1342,480,50,3200
SAL20036,52,20,17,0,90,9,4,0,0,19,13,8,20,0,37,15,10,15,0,36,56,8,39,4,104,48,13,50,0,114,243,39,75,7,364,139,46,112,10,304,133,88,131,9,357,146,139,104,11,392,78,144,72,11,308,77,166,80,6,336,232,351,99,15,702,159,331,56,6,549,112,243,22,0,386,73,168,9,3,256,110,308,19,3,434,49,131,55,6,245,47,28,17,0,87,1791,2257,987,87,5129
SAL20037,28,12,19,0,59,21,4,3,0,26,5,4,10,0,14,4,3,9,0,24,46,15,30,0,92,22,15,35,0,77,165,39,46,7,251,76,35,62,6,178,59,55,61,9,187,62,83,55,12,213,40,82,49,3,173,44,87,43,7,187,107,174,63,8,346,107,170,34,3,314,108,169,17,6,297,72,113,15,3,207,145,353,18,7,521,39,91,41,5,175,28,8,5,0,48,1170,1527,617,77,3385
SAL20038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,10,16,8,0,29
SAL20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,0,18
SAL20040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,3,0,4,0,13,5,0,0,0,5,0,0,0,0,4,0,3,0,0,4,4,0,0,0,6,4,5,0,0,14,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,39,21,6,0,69
SAL20042,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,3,0,3,0,10,12,0,3,0,16,9,7,0,0,16,5,4,0,0,13,5,0,0,0,16,7,3,0,0,9,9,10,0,0,26,6,10,0,0,18,7,14,0,0,17,3,10,0,0,15,3,29,0,0,33,0,11,0,0,14,4,0,0,0,0,83,106,13,0,202
SAL20043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,5,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,24,4,8,0,34
SAL20044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
SAL20045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
SAL20046,0,0,0,0,9,3,0,0,0,3,9,0,0,0,12,0,0,0,0,3,13,0,4,0,11,9,0,0,0,11,30,3,0,0,39,40,10,3,0,52,51,11,7,0,62,41,15,7,0,64,27,19,9,0,48,41,13,3,0,57,55,34,9,0,96,38,43,0,0,77,29,24,3,0,59,15,25,0,0,47,70,74,3,0,145,16,27,11,0,48,9,3,0,0,15,494,293,77,8,859
SAL20047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,8
SAL20048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,12
SAL20049,8,0,0,0,9,0,0,0,0,0,4,0,0,0,0,5,0,0,0,5,6,0,0,0,7,3,4,13,0,18,18,4,5,0,30,24,9,8,0,44,29,7,8,0,43,22,8,3,0,41,9,14,7,0,34,22,3,3,0,26,27,18,0,0,47,11,6,0,0,21,8,15,0,0,27,4,4,0,0,10,17,14,3,0,32,5,10,5,0,25,4,0,0,0,6,231,131,63,6,428
SAL20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL20051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10
