SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20002,12,23,33,10,36,25,12,17,0,160,15,12,17,12,43,67,7,35,32,243,294,597,564,398,1431,1622,444,805,61,6223
SAL20003,6,11,8,6,10,5,4,5,0,58,0,9,8,9,17,14,4,13,18,96,128,342,256,167,354,458,123,336,38,2198
SAL20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL20005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,13,8,0,14,0,8,4,80
SAL20006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,5,8,5,0,4,0,27
SAL20008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,5,0,22
SAL20009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,6,7,0,4,0,35
SAL20010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,0,0,0,0,0,0,19
SAL20011,4,15,8,16,15,22,3,9,7,101,0,18,13,9,46,33,4,15,44,180,185,367,456,339,964,993,184,318,99,3901
SAL20012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20013,0,5,5,0,5,0,0,0,0,12,0,0,4,0,0,7,0,0,0,8,32,99,70,52,54,82,18,56,6,454
SAL20014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,17,4,6,10,18,0,28,0,86
SAL20015,15,26,22,14,23,34,7,17,0,168,7,14,11,3,56,44,11,17,11,178,249,498,437,294,979,930,253,494,41,4189
SAL20016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20017,7,20,22,3,19,10,8,3,5,100,4,14,19,9,55,32,11,11,35,181,95,314,266,143,609,380,72,117,78,2086
SAL20018,3,12,20,7,12,14,5,10,0,88,9,10,14,3,19,37,4,35,21,149,151,443,309,207,390,682,208,686,37,3117
SAL20019,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,19,19,9,17,19,5,18,4,113
SAL20020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,4,10,0,3,0,38
SAL20021,9,7,14,4,12,10,4,4,0,61,5,13,11,13,27,23,4,4,30,127,106,269,323,155,509,397,90,130,61,2038
SAL20022,7,10,3,3,5,6,4,4,0,49,3,8,3,5,12,3,0,10,10,50,70,185,131,120,222,211,50,140,26,1158
SAL20023,9,38,21,10,26,29,11,19,0,170,5,19,15,6,25,28,3,21,17,138,299,972,739,483,1221,1147,365,651,49,5921
SAL20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
SAL20025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,5,6,11,0,39
SAL20026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,3,0,5,0,31
SAL20027,0,0,0,0,0,0,0,4,0,5,0,4,0,0,0,0,0,0,0,10,12,24,23,10,30,22,3,22,4,143
SAL20028,0,6,3,3,3,8,0,3,0,34,7,0,3,0,5,8,0,0,7,34,46,112,90,51,118,145,49,116,29,756
SAL20029,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,6,10,12,9,16,10,11,6,8,88
SAL20030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,4,9,12,6,3,18,0,63
SAL20031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,4,12,15,14,4,12,0,77
SAL20032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10
SAL20033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,4,4,8,0,26
SAL20034,3,12,10,12,23,13,3,8,0,92,3,11,7,10,16,19,7,17,10,97,190,468,341,298,546,731,218,480,26,3299
SAL20035,14,32,22,12,38,25,13,19,3,179,6,24,18,13,42,45,8,23,51,233,302,711,575,393,1196,1369,354,725,80,5699
SAL20036,25,49,49,29,71,73,22,24,0,334,14,31,33,14,74,95,16,30,79,388,448,1143,914,633,1983,2035,451,834,168,8617
SAL20037,20,36,30,14,28,55,16,7,3,203,7,17,32,20,60,53,12,15,63,283,289,585,571,423,1187,1350,332,629,116,5482
SAL20038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,18,4,6,5,9,5,8,0,65
SAL20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,7,0,8,5,0,3,4,24
SAL20040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20041,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,18,13,18,9,17,4,10,4,97
SAL20042,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,10,20,23,49,40,30,59,63,20,52,19,357
SAL20043,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,9,12,6,5,5,0,3,0,48
SAL20044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9
SAL20045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SAL20046,0,4,3,5,12,7,3,3,0,34,0,16,7,5,8,6,0,3,12,55,114,301,211,129,220,231,81,149,25,1460
SAL20047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,21
SAL20048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,11,0,19
SAL20049,0,5,0,0,4,5,0,3,0,16,0,4,3,0,7,4,0,0,5,25,85,177,103,80,120,98,31,80,19,793
SAL20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL20051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,10,0,18
SAL20052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,12,13,13,37,4,27,0,147
SAL20053,7,21,30,13,22,21,3,7,0,114,6,12,3,8,18,16,8,3,26,106,201,494,355,326,683,736,184,346,63,3383
SAL20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,5,4,8,6,16,0,43
SAL20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20056,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,8,6,19,6,9,15,32,3,25,0,118
SAL20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,3,10,13,0,4,0,44
SAL20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,7
SAL20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3
SAL20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,14
SAL20062,3,4,10,0,11,3,0,5,0,49,6,6,9,11,34,10,4,5,24,108,63,168,166,115,326,299,67,111,43,1355
SAL20063,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,9,12,36,32,17,35,53,21,37,3,245
SAL20064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4
SAL20065,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,14,15,8,5,23,0,7,0,82
SAL20066,10,26,24,5,26,21,0,14,0,129,16,17,27,12,36,35,13,23,23,207,238,684,542,357,960,1250,400,940,67,5419
SAL20067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,9,15,12,0,0,0,53
SAL20068,16,43,55,14,43,39,7,17,3,237,3,26,12,11,22,36,10,21,27,174,366,923,813,527,1381,1329,364,589,75,6369
SAL20069,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,3,6,4,0,6,0,31
SAL20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12
SAL20071,0,5,5,0,4,3,0,3,0,16,0,0,3,0,0,4,0,0,3,12,15,40,39,26,17,57,14,45,7,258
SAL20072,0,0,3,0,0,6,0,0,0,7,6,0,0,0,0,0,0,0,0,3,27,30,40,12,20,40,20,28,6,218
SAL20073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,3,3,9,6,20,0,53
SAL20074,0,10,8,0,3,10,0,4,0,42,0,5,4,0,3,11,0,3,12,36,75,168,135,115,253,246,75,146,18,1220
SAL20075,23,35,30,13,37,45,7,21,0,210,9,31,32,14,74,49,14,38,36,295,451,1021,903,626,1646,1808,574,1106,69,8207
SAL20076,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,22,14,12,18,29,6,15,3,114
SAL20077,6,28,15,3,18,14,3,15,0,105,7,25,16,5,14,40,5,27,14,163,177,682,432,311,579,887,249,618,32,3980
SAL20078,4,11,11,10,16,17,4,7,5,85,4,16,14,8,25,40,10,19,24,157,168,486,395,241,730,816,226,378,43,3475
SAL20079,13,26,21,10,25,20,11,15,0,130,4,20,15,13,27,33,14,17,20,154,195,576,436,293,633,848,258,501,32,3778
SAL20080,9,22,13,4,23,18,8,12,0,108,7,9,13,10,34,31,11,5,6,131,170,578,371,244,683,759,208,350,21,3390
SAL20081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,0,7,4,0,20,3,67
SAL20082,7,12,11,7,19,18,3,3,0,78,0,4,6,9,16,20,3,8,10,73,105,262,226,136,365,380,113,208,31,1818
SAL20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL20085,0,4,0,0,3,0,0,0,0,14,0,0,0,0,0,3,0,0,0,4,0,25,9,11,15,20,3,26,0,114
SAL20086,0,4,0,0,3,0,0,0,0,17,0,0,4,0,4,0,0,3,4,19,35,92,53,37,105,105,33,85,13,548
SAL20087,0,0,0,0,0,4,0,3,0,17,0,0,4,0,8,8,3,0,10,25,31,64,67,51,65,79,22,79,13,469
SAL20088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL20089,16,45,29,11,39,33,14,21,6,215,15,35,21,17,59,48,4,20,58,274,295,719,631,354,1145,1231,288,587,115,5368
SAL20090,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,8,0,8,3,24
SAL20091,0,3,5,0,0,3,0,0,0,17,0,4,0,0,3,7,0,3,0,24,19,63,47,32,83,103,27,54,6,444
SAL20092,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,4,16,12,46,33,19,36,42,11,26,9,239
SAL20093,0,3,3,0,0,0,0,3,0,16,0,0,4,0,0,0,0,6,3,16,33,68,55,43,71,84,39,72,14,475
SAL20094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,19
SAL20095,10,16,21,7,31,22,8,10,0,133,3,7,3,4,20,31,4,21,32,134,193,462,338,276,680,792,229,442,70,3490
SAL20096,0,0,3,0,3,0,0,0,0,11,0,0,0,0,4,0,0,0,3,8,4,21,31,10,29,37,10,22,3,166
SAL20097,0,5,5,9,4,9,0,9,0,47,0,3,3,3,8,7,0,4,3,36,55,141,120,64,116,160,45,67,5,774
SAL20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
SAL20099,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,3,12,15,20,15,29,41,7,36,0,180
SAL20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,9,0,20
SAL20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,3,0,9,4,26
SAL20102,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,7,5,5,16,0,9,0,50
SAL20103,10,31,20,22,36,29,6,15,3,158,10,9,24,10,37,19,5,14,20,148,168,502,465,314,674,526,182,280,80,3197
SAL20104,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,14,15,9,15,8,9,10,0,94
SAL20105,14,14,14,6,22,18,3,8,4,110,0,18,7,0,17,34,10,20,14,120,157,405,361,244,667,755,245,429,45,3299
SAL20106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,4,0,13,5,10,0,59
SAL20107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,0,0,0,0,0,4,6,28
SAL20108,3,7,3,5,17,7,4,3,0,50,3,4,4,7,8,16,9,8,12,59,100,206,182,109,322,333,107,202,36,1607
SAL20109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,5,0,0,18,0,34
SAL20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,7
SAL20111,3,14,9,8,15,25,8,11,0,91,0,10,3,8,12,13,0,7,17,81,127,454,320,252,517,523,183,305,31,2715
SAL20112,6,15,6,13,16,15,0,6,0,83,3,5,9,6,6,9,7,5,17,73,148,416,337,242,477,479,143,199,39,2484
SAL20113,0,7,11,7,12,19,3,6,0,64,0,11,4,3,6,14,3,8,11,66,106,274,218,158,350,373,99,197,23,1810
SAL20114,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,12,6,0,6,11,3,11,3,59
SAL20115,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,16,17,11,9,24,6,22,0,113
SAL20116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,4,10,11,17,4,17,8,73
SAL20117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,7,3,4,11,0,46
SAL20118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,13,11,13,11,0,12,12,78
SAL20119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,17,12,12,21,27,4,24,0,127
SAL20120,3,10,4,3,4,5,0,0,0,24,0,8,0,0,3,4,4,0,10,39,72,194,164,86,164,218,69,134,31,1130
SAL20121,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,7,17,38,15,20,22,32,9,26,4,181
SAL20122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,7
SAL20123,10,29,33,13,33,27,8,16,0,165,14,43,22,14,48,66,11,26,50,290,249,1089,750,457,1094,1424,320,740,79,6206
SAL20124,23,59,28,24,47,39,9,18,7,253,23,54,45,26,61,86,25,52,67,442,425,1838,1202,725,1659,2232,570,1334,142,10130
SAL20125,0,0,0,0,0,5,0,3,0,11,5,3,0,0,0,0,0,0,4,12,19,30,18,23,35,32,15,80,11,257
SAL20126,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,4,7,8,18,19,13,18,26,14,22,4,142
SAL20127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,4,6,8,17,3,8,3,61
SAL20128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,8,0,27
SAL20129,0,4,3,0,0,0,0,0,0,16,0,4,0,0,5,0,0,0,3,19,10,37,25,27,93,242,32,59,7,527
SAL20130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,3,4,0,10,0,33
SAL20131,6,0,0,4,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,10,10,25,12,17,33,21,12,26,3,159
SAL20132,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,9,10,0,5,0,35
SAL20133,10,22,10,4,27,33,7,18,0,124,4,19,10,7,17,33,3,14,26,127,199,496,369,260,602,672,177,392,41,3205
SAL20134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,15
SAL20135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,18
SAL20136,0,6,10,0,3,15,0,12,0,48,0,3,8,0,8,7,0,0,9,39,78,182,166,99,298,331,82,201,17,1465
SAL20137,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,15,0,4,8,10,6,6,0,55
SAL20138,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,6,13,10,6,9,18,3,11,0,81
SAL20139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8
SAL20140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,5,3,5,13,9,16,0,71
SAL20141,4,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,3,14,11,56,30,29,34,23,11,26,6,222
SAL20142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,12
SAL20143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,4,3,6,0,3,25
SAL20144,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,11,13,3,8,18,0,15,5,88
SAL20145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10
SAL20146,3,3,0,0,5,9,0,3,0,22,5,0,0,0,7,7,0,3,5,23,34,63,50,61,93,107,34,75,13,526
SAL20147,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,15,15,7,13,21,6,14,3,101
SAL20148,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,8,4,17,3,3,10,0,62
SAL20149,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,22,34,33,13,49,50,16,25,0,244
SAL20150,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,9,21,23,5,25,15,12,17,4,131
SAL20151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,7,23,16,10,23,20,9,22,4,127
SAL20152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,11
SAL20153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL20154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,8,0,18
SAL20155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8
SAL20156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,7,3,0,0,20
SAL20157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,8,0,4,4,18
SAL20158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6
SAL20159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,12,3,6,0,4,7,5,45
SAL20160,0,0,6,0,4,0,0,4,0,8,5,0,0,0,0,0,0,0,3,12,15,28,9,3,16,21,9,18,11,139
SAL20161,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,7,0,12,12,9,9,13,4,12,0,73
SAL20162,16,14,9,0,5,7,0,9,0,61,8,8,7,7,12,18,0,9,12,74,136,345,274,182,273,374,111,245,33,1977
SAL20163,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11
SAL20164,3,5,0,0,5,0,0,0,0,14,0,0,0,3,0,0,0,0,6,13,13,37,23,12,25,35,0,22,7,178
SAL20165,0,7,6,3,0,5,0,5,0,30,0,3,3,0,3,3,0,5,3,22,32,124,73,48,100,103,29,95,12,609
SAL20166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,7,13,0,4,0,33
SAL20167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,4,0,0,0,19
SAL20169,7,17,9,3,12,14,5,6,0,65,0,5,9,3,10,12,4,5,8,53,46,141,145,105,226,263,57,130,25,1140
SAL20170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,11
SAL20171,0,4,0,0,0,4,0,3,0,13,3,0,0,0,0,0,0,0,0,10,14,30,32,20,42,42,9,46,7,238
SAL20172,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,11,9,8,0,10,0,11,0,48
SAL20173,23,40,38,19,51,55,10,20,0,260,11,33,35,27,75,68,14,25,44,327,303,815,714,495,1537,1408,353,476,92,6186
SAL20174,11,18,20,8,46,40,19,18,0,194,7,12,19,9,70,43,14,13,26,220,207,591,503,364,1086,1041,293,403,65,4556
SAL20175,13,33,22,15,29,28,10,21,0,163,0,21,9,10,42,28,9,21,20,165,187,641,446,287,788,848,287,471,38,3995
SAL20176,0,15,14,5,14,9,5,10,0,65,0,10,9,4,5,12,5,10,9,63,76,276,212,113,237,323,94,249,20,1606
SAL20177,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,3,4,6,6,5,8,8,0,11,4,52
SAL20178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,17,3,4,5,0,55
SAL20179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,11,0,25
SAL20180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,3,0,25
SAL20181,0,3,3,0,5,3,0,0,0,25,4,8,4,0,8,0,0,6,17,36,49,116,67,50,120,133,35,71,25,674
SAL20182,15,34,17,18,21,32,17,26,5,170,11,37,41,21,38,58,18,52,36,311,339,1250,805,545,861,1412,437,1199,78,6934
SAL20183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,8,0,15
SAL20184,0,3,0,0,5,0,0,0,0,8,0,0,0,0,0,3,0,5,0,8,6,28,10,18,31,42,11,37,0,196
SAL20185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,8,8,4,9,0,8,3,50
SAL20186,3,9,4,3,4,7,0,11,0,41,5,11,4,5,6,7,0,9,17,60,150,315,269,182,328,339,92,232,32,1938
SAL20187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
SAL20188,8,19,11,7,23,24,3,13,0,109,4,13,5,4,26,19,7,3,6,92,144,324,262,192,421,456,122,201,8,2132
SAL20189,3,10,5,0,0,3,0,0,0,33,0,0,0,0,0,4,0,0,0,18,44,121,108,61,120,149,50,81,7,738
SAL20190,9,6,11,11,12,7,0,12,0,68,3,6,3,0,3,9,0,3,9,34,61,153,132,75,126,155,50,122,14,886
SAL20191,11,14,13,3,24,25,4,0,0,98,4,14,8,7,27,22,0,8,30,118,126,364,306,220,582,551,121,169,54,2503
SAL20192,4,16,8,5,15,20,0,11,0,84,3,13,0,11,20,18,3,12,27,116,133,346,283,179,466,500,115,222,67,2317
SAL20193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,17,14,7,18,11,0,13,3,83
SAL20194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20195,0,4,5,0,0,0,0,3,0,7,0,3,3,0,0,3,3,0,7,19,23,89,76,44,57,94,27,83,12,512
SAL20196,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,4,0,0,0,13,5,26,29,15,37,33,12,13,5,173
SAL20197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,4,5,0,0,0,27
SAL20198,0,4,5,0,11,5,0,4,0,39,0,0,3,5,6,9,7,5,3,39,48,127,110,82,217,201,52,106,14,952
SAL20199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20200,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,9,17,8,7,11,10,3,8,0,74
SAL20201,19,48,41,14,60,39,9,21,0,243,11,43,24,16,39,33,8,18,46,249,431,1288,899,622,1543,1486,420,700,110,7503
SAL20202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,4,3,4,0,20
SAL20203,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,5,10,20,24,16,26,29,5,24,3,158
SAL20204,0,34,12,13,22,35,13,16,4,152,13,19,15,7,30,28,10,30,55,211,258,717,535,364,805,835,219,577,129,4437
SAL20205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,6,3,8,14,4,29,4,73
