SAL_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
SAL20011,0,4,5,0,5,14,6,19,4,54,10,13,38,11,7,24,21,20,4,145,77,125,135,35,47,31,159,63,17,685,116,211,129,42,65,38,210,65,14,893,43,47,48,17,25,8,49,27,5,261,5,13,17,10,8,4,24,13,0,86,0,3,3,3,0,0,4,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,412,376,118,144,119,473,209,47,2144,0,5,0,6,3,29,3,3,0,53,6,15,7,31,32,14,7,10,5,139,59,210,39,131,116,44,15,21,18,650,57,203,33,149,119,38,17,30,11,659,17,46,10,31,46,20,5,11,4,195,6,13,7,5,15,4,3,11,0,64,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,491,87,364,337,146,53,90,46,1759
SAL20012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20013,0,0,3,0,0,5,0,3,0,13,4,0,4,5,0,0,0,3,0,13,0,7,8,5,0,3,0,3,0,22,6,7,9,5,5,0,0,0,0,28,14,6,16,3,0,4,0,4,0,53,15,18,7,3,5,6,5,4,0,64,9,17,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,53,64,39,16,10,15,3,26,0,226,0,0,0,4,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,4,0,10,0,7,4,0,0,3,0,23,4,7,0,6,9,0,0,0,0,23,12,16,3,6,15,4,0,0,0,57,14,23,5,3,10,9,0,5,4,75,3,12,0,0,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,70,6,32,36,25,0,6,4,229
SAL20014,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,11,7,0,0,0,0,0,3,0,0,13,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,4,3,4,4,5,0,39,0,0,0,0,0,6,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,8,0,0,0,3,4,0,0,0,0,8,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,6,8,9,4,0,7,0,41
SAL20015,0,0,17,6,0,17,4,24,0,71,10,15,56,17,7,19,18,25,3,164,82,129,145,28,34,16,26,45,12,526,107,132,126,35,47,27,28,42,12,565,88,60,106,35,44,18,46,32,6,432,44,46,48,15,27,18,48,34,7,287,7,9,20,0,6,7,27,9,4,91,0,0,3,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,340,396,530,143,172,122,191,216,42,2149,0,0,0,18,8,48,0,4,0,83,5,23,0,27,30,29,4,10,0,126,62,236,25,75,84,36,5,11,4,546,91,171,18,64,112,27,10,9,10,505,66,89,15,60,115,28,8,11,7,407,30,54,11,39,122,23,3,15,7,305,3,9,0,4,26,8,0,8,0,58,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,257,586,68,282,498,208,27,69,32,2039
SAL20016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20017,0,0,5,0,0,12,5,16,0,36,3,13,25,5,10,9,19,20,5,112,12,44,86,27,21,18,60,40,22,327,17,27,71,21,13,14,64,32,9,268,9,20,48,3,9,7,52,48,12,204,12,9,42,0,12,4,51,41,0,169,0,6,13,0,5,5,9,12,7,49,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,53,108,296,55,71,68,260,212,51,1175,0,3,0,8,0,28,0,10,0,44,4,17,0,22,10,27,0,0,0,86,15,53,11,40,42,18,6,23,9,227,14,27,14,49,32,18,9,41,7,206,13,13,12,30,32,12,17,42,0,168,3,10,6,30,21,15,5,43,0,139,0,5,0,0,7,0,0,5,0,32,0,0,0,0,3,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,45,130,44,179,153,122,45,176,20,908
SAL20018,5,0,4,14,3,14,0,15,0,54,4,13,12,19,6,11,3,7,0,86,41,86,31,10,16,11,8,10,8,227,114,134,27,8,17,3,3,7,8,323,152,141,31,8,10,28,4,4,8,393,108,109,27,12,21,24,10,5,6,309,31,75,7,6,6,4,0,0,4,125,17,14,0,0,0,0,0,0,7,35,0,0,0,0,0,0,0,0,0,0,474,568,137,72,88,99,33,54,34,1560,0,6,0,15,5,23,0,9,0,60,0,20,0,26,23,17,0,0,0,83,40,127,11,23,28,15,0,0,6,246,105,157,10,19,52,10,0,0,5,367,123,185,8,16,64,21,0,7,6,438,68,98,14,12,49,16,0,0,5,263,19,41,0,8,14,4,0,0,3,91,0,6,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,360,630,48,120,225,112,4,22,26,1560
SAL20019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,4,4,0,0,0,0,0,0,6,3,0,0,0,0,0,0,6,0,16,5,3,0,0,0,3,0,0,0,8,5,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,15,0,4,7,5,11,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,14,3,5,0,0,3,0,0,0,0,15,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,6,12,5,0,7,0,50
SAL20020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,4,0,0,0,0,24
SAL20021,0,0,8,5,0,0,0,6,0,19,0,7,41,15,8,18,17,29,3,124,26,80,85,29,32,31,65,57,19,422,32,63,42,18,34,14,35,31,8,286,23,25,31,18,14,5,25,15,5,160,4,11,24,7,8,0,28,14,7,108,3,0,6,3,0,0,8,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,188,237,87,95,62,184,159,42,1154,0,3,0,5,5,11,5,11,0,29,0,11,0,39,13,15,6,10,3,91,24,92,19,52,49,23,6,31,5,299,25,70,12,39,36,12,9,12,0,213,14,26,9,19,25,6,4,20,0,131,12,8,3,24,16,9,0,24,0,96,0,0,0,5,7,0,3,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,208,47,173,153,77,28,105,13,879
