POW_SA2_CODE_2021,CI_II_2000_2999_Mng,CI_II_2000_2999_Pro,CI_II_2000_2999_TecTW,CI_II_2000_2999_CoPSW,CI_II_2000_2999_ClAW,CI_II_2000_2999_SWks,CI_II_2000_2999_MaOpDv,CI_II_2000_2999_Lab,CI_II_2000_2999_IDNS,CI_II_2000_2999_Tot,CI_II_3000_3499_Mng,CI_II_3000_3499_Pro,CI_II_3000_3499_TecTW,CI_II_3000_3499_CoPSW,CI_II_3000_3499_ClAW,CI_II_3000_3499_SWks,CI_II_3000_3499_MaOpDv,CI_II_3000_3499_Lab,CI_II_3000_3499_IDNS,CI_II_3000_3499_Tot,CI_II_3500mo_Mng,CI_II_3500mo_Pro,CI_II_3500mo_TecTW,CI_II_3500mo_CoPSW,CI_II_3500mo_ClAW,CI_II_3500mo_SWks,CI_II_3500mo_MaOpDv,CI_II_3500mo_Lab,CI_II_3500mo_IDNS,CI_II_3500mo_Tot,CI_II_PINS_Mng,CI_II_PINS_Pro,CI_II_PINS_TecTW,CI_II_PINS_CoPSW,CI_II_PINS_ClAW,CI_II_PINS_SWks,CI_II_PINS_MaOpDv,CI_II_PINS_Lab,CI_II_PINS_IDNS,CI_II_PINS_Tot,CI_II_Tot_Mng,CI_II_Tot_Pro,CI_II_Tot_TecTW,CI_II_Tot_CoPSW,CI_II_Tot_ClAW,CI_II_Tot_SWks,CI_II_Tot_MaOpDv,CI_II_Tot_Lab,CI_II_Tot_IDNS,CI_II_Tot_Tot,LE_IDNS_NNI_Mng,LE_IDNS_NNI_Pro,LE_IDNS_NNI_TecTW,LE_IDNS_NNI_CoPSW,LE_IDNS_NNI_ClAW,LE_IDNS_NNI_SWks,LE_IDNS_NNI_MaOpDv,LE_IDNS_NNI_Lab,LE_IDNS_NNI_IDNS,LE_IDNS_NNI_Tot,LE_IDNS_1_149_Mng,LE_IDNS_1_149_Pro,LE_IDNS_1_149_TecTW,LE_IDNS_1_149_CoPSW,LE_IDNS_1_149_ClAW,LE_IDNS_1_149_SWks,LE_IDNS_1_149_MaOpDv,LE_IDNS_1_149_Lab,LE_IDNS_1_149_IDNS,LE_IDNS_1_149_Tot,LE_IDNS_150_299_Mng,LE_IDNS_150_299_Pro,LE_IDNS_150_299_TecTW,LE_IDNS_150_299_CoPSW,LE_IDNS_150_299_ClAW,LE_IDNS_150_299_SWks,LE_IDNS_150_299_MaOpDv,LE_IDNS_150_299_Lab,LE_IDNS_150_299_IDNS,LE_IDNS_150_299_Tot,LE_IDNS_300_399_Mng,LE_IDNS_300_399_Pro,LE_IDNS_300_399_TecTW,LE_IDNS_300_399_CoPSW,LE_IDNS_300_399_ClAW,LE_IDNS_300_399_SWks,LE_IDNS_300_399_MaOpDv,LE_IDNS_300_399_Lab,LE_IDNS_300_399_IDNS,LE_IDNS_300_399_Tot,LE_IDNS_400_499_Mng,LE_IDNS_400_499_Pro,LE_IDNS_400_499_TecTW,LE_IDNS_400_499_CoPSW,LE_IDNS_400_499_ClAW,LE_IDNS_400_499_SWks,LE_IDNS_400_499_MaOpDv,LE_IDNS_400_499_Lab,LE_IDNS_400_499_IDNS,LE_IDNS_400_499_Tot,LE_IDNS_500_649_Mng,LE_IDNS_500_649_Pro,LE_IDNS_500_649_TecTW,LE_IDNS_500_649_CoPSW,LE_IDNS_500_649_ClAW,LE_IDNS_500_649_SWks,LE_IDNS_500_649_MaOpDv,LE_IDNS_500_649_Lab,LE_IDNS_500_649_IDNS,LE_IDNS_500_649_Tot,LE_IDNS_650_799_Mng,LE_IDNS_650_799_Pro,LE_IDNS_650_799_TecTW,LE_IDNS_650_799_CoPSW,LE_IDNS_650_799_ClAW,LE_IDNS_650_799_SWks,LE_IDNS_650_799_MaOpDv,LE_IDNS_650_799_Lab,LE_IDNS_650_799_IDNS,LE_IDNS_650_799_Tot,LE_IDNS_800_999_Mng,LE_IDNS_800_999_Pro,LE_IDNS_800_999_TecTW,LE_IDNS_800_999_CoPSW,LE_IDNS_800_999_ClAW,LE_IDNS_800_999_SWks,LE_IDNS_800_999_MaOpDv,LE_IDNS_800_999_Lab,LE_IDNS_800_999_IDNS,LE_IDNS_800_999_Tot,LE_IDNS_1000_1249_Mng,LE_IDNS_1000_1249_Pro,LE_IDNS_1000_1249_TecTW,LE_IDNS_1000_1249_CoPSW,LE_IDNS_1000_1249_ClAW,LE_IDNS_1000_1249_SWks,LE_IDNS_1000_1249_MaOpDv,LE_IDNS_1000_1249_Lab,LE_IDNS_1000_1249_IDNS,LE_IDNS_1000_1249_Tot,LE_IDNS_1250_1499_Mng,LE_IDNS_1250_1499_Pro,LE_IDNS_1250_1499_TecTW,LE_IDNS_1250_1499_CoPSW,LE_IDNS_1250_1499_ClAW,LE_IDNS_1250_1499_SWks,LE_IDNS_1250_1499_MaOpDv,LE_IDNS_1250_1499_Lab,LE_IDNS_1250_1499_IDNS,LE_IDNS_1250_1499_Tot,LE_IDNS_1500_1749_Mng,LE_IDNS_1500_1749_Pro,LE_IDNS_1500_1749_TecTW,LE_IDNS_1500_1749_CoPSW,LE_IDNS_1500_1749_ClAW,LE_IDNS_1500_1749_SWks,LE_IDNS_1500_1749_MaOpDv,LE_IDNS_1500_1749_Lab,LE_IDNS_1500_1749_IDNS,LE_IDNS_1500_1749_Tot,LE_IDNS_1750_1999_Mng,LE_IDNS_1750_1999_Pro,LE_IDNS_1750_1999_TecTW,LE_IDNS_1750_1999_CoPSW,LE_IDNS_1750_1999_ClAW,LE_IDNS_1750_1999_SWks,LE_IDNS_1750_1999_MaOpDv,LE_IDNS_1750_1999_Lab,LE_IDNS_1750_1999_IDNS,LE_IDNS_1750_1999_Tot,LE_IDNS_2000_2999_Mng,LE_IDNS_2000_2999_Pro,LE_IDNS_2000_2999_TecTW,LE_IDNS_2000_2999_CoPSW,LE_IDNS_2000_2999_ClAW,LE_IDNS_2000_2999_SWks,LE_IDNS_2000_2999_MaOpDv,LE_IDNS_2000_2999_Lab,LE_IDNS_2000_2999_IDNS,LE_IDNS_2000_2999_Tot,LE_IDNS_3000_3499_Mng,LE_IDNS_3000_3499_Pro,LE_IDNS_3000_3499_TecTW,LE_IDNS_3000_3499_CoPSW,LE_IDNS_3000_3499_ClAW,LE_IDNS_3000_3499_SWks,LE_IDNS_3000_3499_MaOpDv,LE_IDNS_3000_3499_Lab,LE_IDNS_3000_3499_IDNS,LE_IDNS_3000_3499_Tot,LE_IDNS_3500mo_Mng,LE_IDNS_3500mo_Pro,LE_IDNS_3500mo_TecTW,LE_IDNS_3500mo_CoPSW,LE_IDNS_3500mo_ClAW,LE_IDNS_3500mo_SWks,LE_IDNS_3500mo_MaOpDv,LE_IDNS_3500mo_Lab,LE_IDNS_3500mo_IDNS,LE_IDNS_3500mo_Tot
206031115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,6,0,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206031116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9,22,21,11,0,4,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,5,3,0,0,0,5,0,0,0,0,10,0,0,3,5,6,4,0,0,0,14,3,5,4,4,0,0,0,0,0,10,0,4,0,4,0,0,0,0,0,17,0,7,0,0,5,0,0,0,4,19,0,4,0,0,4,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,4,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
206031501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,3,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,10,0,0,0,3,5,0,0,4,3,13,0,0,0,5,0,0,0,0,0,8,0,0,4,3,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206031502,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,9,7,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,4,3,0,3,0,0,0,0,0,0,3,11,0,3,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,4,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
206041117,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,12,25,27,6,0,14,0,97,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,11,5,0,0,4,0,0,5,0,0,11,0,6,0,3,0,0,0,0,0,8,0,7,4,0,0,0,0,5,4,16,0,0,0,5,5,0,0,0,5,17,0,5,3,14,3,0,0,6,3,34,5,7,8,5,6,0,0,4,0,37,0,7,6,0,10,0,0,0,0,20,5,10,0,0,9,0,0,0,0,24,7,7,0,0,0,0,0,0,0,12,9,14,0,0,0,4,0,0,0,30,0,5,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9
206041118,13,15,5,11,11,5,0,0,0,66,4,6,0,0,0,0,0,0,0,11,3,4,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,46,84,19,36,157,19,3,16,9,394,0,3,3,0,0,0,0,0,4,11,0,4,0,0,0,0,0,0,3,11,0,0,0,3,4,0,0,0,8,15,0,0,3,0,0,5,0,0,5,16,0,3,5,0,3,0,0,3,8,31,3,3,4,3,12,0,0,8,0,34,0,8,0,3,6,0,0,14,6,42,3,16,5,5,34,0,0,7,15,91,7,31,5,13,62,12,4,9,20,161,11,53,10,6,62,5,3,4,19,170,12,55,3,12,42,6,3,0,14,146,5,68,12,12,28,7,0,0,9,141,59,139,15,30,39,6,17,0,11,314,26,40,0,0,8,0,0,0,7,86,51,59,0,0,17,0,0,0,4,132
206041119,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,8,9,25,36,3,0,7,0,94,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,9,0,0,0,4,5,0,0,5,5,14,0,0,4,8,7,0,0,6,9,31,0,8,0,9,8,0,0,3,5,29,3,13,5,8,12,0,0,0,0,38,3,16,7,4,9,0,0,0,0,41,4,16,3,4,6,0,0,0,0,41,9,7,0,5,0,0,0,0,4,24,16,21,0,0,8,5,0,0,4,58,5,0,0,4,0,0,0,0,0,13,5,21,0,0,0,0,0,0,3,30
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
206041121,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,8,3,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,7,4,0,19,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,12,0,4,0,3,0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
206041124,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,6,38,31,3,8,21,0,118,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,6,0,0,0,4,4,0,0,0,0,10,0,0,0,9,0,0,0,4,0,15,6,10,8,12,11,0,0,0,3,42,0,14,9,10,4,0,0,4,4,48,3,32,15,10,9,0,0,6,3,71,0,16,6,11,8,0,0,0,5,48,3,34,7,5,5,0,0,0,0,49,0,42,3,0,7,0,0,0,4,64,12,36,0,0,7,0,0,0,3,58,0,4,0,0,0,0,0,0,3,5,5,17,0,0,0,0,0,0,0,24
206041125,0,0,0,0,5,0,0,0,0,10,0,5,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,9,3,18,25,8,0,6,4,85,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,11,0,0,0,4,0,0,0,4,0,9,0,4,6,5,6,0,0,5,0,13,0,5,0,5,3,4,0,5,4,26,0,9,0,4,4,3,0,3,4,38,5,5,5,3,8,0,4,0,7,39,0,11,0,3,5,0,0,3,0,32,0,21,0,0,4,0,0,0,0,33,4,17,0,0,3,0,0,0,4,29,3,48,0,0,0,0,0,0,3,68,3,10,0,0,0,0,0,0,0,18,9,24,0,0,6,0,0,0,4,39
206041127,0,0,0,0,3,0,5,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,19,10,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,6,0,9,0,0,0,0,5,0,10,0,4,14,0,0,0,0,0,0,5,0,3,9,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,7,3,0,14,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3
206041503,15,22,0,4,15,5,0,0,0,65,5,4,0,0,0,0,0,0,0,9,8,6,0,0,4,6,0,0,0,21,0,0,0,0,0,0,0,0,0,5,71,66,27,78,141,53,0,31,7,480,0,0,0,0,0,3,0,0,19,25,0,0,0,3,0,6,0,0,3,17,0,3,6,3,3,3,0,4,8,33,4,0,0,7,3,9,0,0,11,37,0,4,3,3,5,6,0,6,11,47,3,3,10,11,3,14,0,12,11,72,3,4,10,12,12,18,3,15,7,90,23,12,8,19,26,13,0,5,15,128,19,24,23,13,37,15,4,14,24,161,24,47,12,9,39,10,0,4,16,165,16,63,17,5,46,4,0,0,16,170,23,48,9,5,19,3,0,4,15,130,62,159,11,7,39,7,4,0,21,308,27,38,0,6,10,4,0,0,0,90,60,75,0,0,11,0,0,0,17,166
206041504,4,11,0,0,0,5,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,14,11,20,35,20,3,8,5,134,4,0,0,3,0,5,0,0,3,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,11,0,0,0,4,0,4,0,0,0,15,0,4,0,6,5,3,0,5,5,22,3,4,5,4,0,4,0,6,0,21,4,3,5,6,6,5,0,0,0,34,4,0,9,8,8,3,0,4,6,42,3,12,3,6,8,5,0,9,0,42,4,14,0,0,9,5,0,0,6,40,6,14,0,5,5,3,0,0,8,35,0,14,0,0,6,5,0,0,0,31,11,22,0,0,11,0,0,0,6,46,6,8,0,0,0,0,0,0,0,10,11,6,3,0,7,3,0,0,3,24
206041505,15,32,0,0,15,7,4,0,4,76,4,3,0,0,5,0,4,0,0,14,15,6,0,0,0,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,81,85,26,39,224,32,8,20,10,515,0,6,0,0,3,0,0,0,6,19,0,0,0,0,0,4,0,0,6,14,0,5,0,0,0,3,0,5,6,27,0,5,0,0,6,0,0,3,7,25,0,4,0,11,10,8,0,14,4,50,0,9,5,9,8,7,0,18,9,71,6,14,12,12,27,6,4,12,18,105,8,22,13,9,41,9,3,15,16,138,17,53,20,15,70,10,4,8,13,218,18,72,9,8,63,7,0,3,19,204,22,60,7,10,49,3,0,7,11,175,16,71,3,3,23,0,5,5,17,149,72,168,11,14,42,4,12,0,16,339,24,41,3,0,8,3,0,0,11,92,73,68,4,0,15,5,0,3,8,176
206041506,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,7,9,8,19,5,8,14,0,69,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,5,0,8,0,0,5,0,0,0,0,0,4,12,0,4,0,0,3,0,3,4,3,18,0,4,3,0,0,0,3,10,0,19,8,8,3,0,3,6,0,3,7,32,0,0,7,6,4,4,4,0,3,27,6,0,0,0,0,3,0,0,0,21,3,5,7,0,5,0,0,0,4,21,3,0,0,4,0,0,0,0,0,13,3,7,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,3,6,8,4,0,0,0,0,0,0,3,14
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,3,4,0,5,3,0,0,0,0,13,5,0,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,31,20,8,74,28,16,0,28,0,203,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,4,14,0,0,0,0,0,0,0,3,3,11,0,0,4,5,4,0,0,10,0,19,0,4,3,15,5,9,0,3,3,41,4,4,7,11,7,3,0,5,5,42,0,3,5,15,10,0,0,9,9,56,3,12,4,8,8,0,0,0,5,42,10,13,8,9,5,0,0,0,9,48,4,8,0,3,4,0,0,0,4,31,14,32,0,0,3,4,0,0,4,65,11,11,0,0,4,4,0,0,0,27,18,18,0,0,0,5,0,0,4,40
206041509,6,4,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,16,13,5,11,21,7,0,6,3,88,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,9,0,3,0,0,0,0,0,0,0,7,0,4,0,5,7,0,0,0,4,15,0,0,3,0,3,0,0,0,3,23,4,0,4,0,6,4,0,0,6,17,0,12,0,0,3,0,0,0,0,22,4,12,9,0,3,0,0,0,0,27,8,19,0,4,3,4,0,0,0,38,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,11
206041510,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,11,0,0,0,4,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,5,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,14,0,0,3,0,4,0,0,0,3,11,0,0,0,0,6,0,0,0,0,9,0,5,0,0,0,0,0,0,0,9,3,5,0,3,3,3,0,0,0,17,0,3,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,7
206051128,9,0,0,0,0,4,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,21,5,17,22,7,0,3,0,96,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,12,4,0,3,0,6,0,0,7,0,12,0,0,0,0,3,5,0,0,0,11,0,0,0,5,5,4,0,4,0,23,5,8,0,5,10,3,0,0,3,38,4,13,0,0,7,0,0,0,5,33,7,6,0,0,3,0,0,0,4,23,9,7,0,0,0,0,0,0,0,17,8,17,0,0,3,4,0,0,7,39,6,6,0,0,0,0,0,0,0,11,10,5,0,0,0,3,0,0,0,21
206051129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
206051130,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,11,7,3,0,8,0,39,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,4,0,0,9,0,3,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,5,4,6,0,0,5,0,0,0,0,16,3,5,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
206051134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,3,6,3,4,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,6,0,5,0,0,0,3,0,0,10,6,3,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,13,0,0,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
206051511,3,5,5,0,5,0,0,3,0,27,3,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,38,22,40,12,45,24,38,34,0,243,0,0,0,0,0,0,0,0,3,9,0,0,0,0,3,0,0,4,4,9,0,0,0,4,0,0,0,0,0,11,0,0,0,0,4,0,0,0,3,10,0,0,0,0,0,0,5,4,3,16,0,3,6,5,4,0,3,0,6,28,0,3,3,0,9,0,6,10,7,44,3,4,10,0,10,4,18,10,10,68,3,10,19,5,15,5,14,11,13,90,10,13,7,3,20,9,11,8,0,65,8,20,15,3,17,7,0,3,0,72,4,16,12,0,3,8,7,4,0,55,23,17,8,0,3,3,0,0,8,68,4,10,0,0,0,0,0,4,0,23,20,7,0,0,0,0,0,0,4,37
206051512,5,3,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,19,7,19,33,15,0,12,4,134,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,7,0,4,0,0,0,5,0,6,0,20,0,0,0,0,0,0,5,5,0,22,0,3,0,0,4,6,0,0,0,16,5,15,0,4,11,0,0,4,12,49,5,11,0,6,5,3,0,0,0,51,5,11,9,3,5,0,0,0,7,42,3,17,5,0,6,0,0,0,0,35,7,9,0,0,0,0,0,0,7,27,11,21,3,0,8,4,0,0,3,53,4,8,0,0,0,0,0,0,0,15,14,8,0,0,0,0,0,0,0,22
